Gene,IG Score After Training
NOL8,0.0002897083468269557
MIR3651,0.2689414322376251
SNORA84,0.2689414322376251
OGN,0.00024177090381272137
OMD,0.00024296143965329975
ASPN,0.00023982126731425524
ECM2,0.00028084914083592594
MIR4670,0.2689414322376251
LOC100128361,0.2689414322376251
BICD2,0.00022998052008915693
ANKRD19P,0.2689414322376251
LOC101929748,0.2689414322376251
ZNF484,0.0002407661231700331
LOC642943,0.2689414322376251
FGD3,0.0002431929751764983
LOC101927954,0.2689414322376251
CARD19,0.00023911712924018502
NINJ1,0.0002408740110695362
FAM120AOS,0.00023683501058258116
MIR4291,0.2689414322376251
BARX1,0.00023587008763570338
MIRLET7A1,0.2689414322376251
MIRLET7F1,0.2689414322376251
MIRLET7DHG,0.2689414322376251
MIRLET7D,0.2689414322376251
ZNF169,0.00023833960585761815
NUTM2F,0.2689414322376251
LOC100132077,0.2689414322376251
MFSD14B,0.00024014711380004883
PCAT7,0.2689414322376251
FBP2,0.0002413940819678828
MIR2278,0.2689414322376251
MIR6081,0.2689414322376251
MIR23B,0.2689414322376251
MIR27B,0.2689414322376251
MIR3074,0.2689414322376251
MIR24-1,0.2689414322376251
PTCH1,0.00023926810536067933
LOC100507346,0.2689414322376251
LINC00092,0.2689414322376251
LOC158434,0.2689414322376251
HSD17B3,0.2689414322376251
ZNF367,0.00023952465562615544
AAED1,0.2689414322376251
LOC441455,0.2689414322376251
ZNF510,0.0002402526733931154
ZNF782,0.00024104266776703298
LOC100132781,0.2689414322376251
LOC441454,0.2689414322376251
NUTM2G,0.2689414322376251
GAS2L1P2,0.2689414322376251
CTSV,0.0002403386024525389
ANKRD18CP,0.2689414322376251
CCDC180,0.00024141019093804061
MIR1302-8,0.2689414322376251
LOC286359,0.2689414322376251
TDRD7,0.00023784836230333894
TSTD2,0.0002372468006797135
XPA,0.0002833363541867584
FOXE1,0.0002891266776714474
HEMGN,0.0002420451637590304
ANP32B,0.00023808455443941057
TRIM14,0.0002379139041295275
NANS,0.0002388787834206596
TBC1D2,0.00023836051695980132
MIR6854,0.2689414322376251
ANKS6,0.00023886535200290382
TGFBR1,0.0002430369786452502
SEC61B,0.00024190163821913302
NAMA,0.2689414322376251
NR4A3,0.000235262094065547
STX17,0.0003004137834068388
STX17-AS1,0.2689414322376251
TEX10,0.00023657841666135937
MSANTD3,0.00023187471379060298
MURC,0.2689414322376251
BAAT,0.00024358747759833932
MRPL50,0.2689414322376251
ZNF189,0.0002357329212827608
ALDOB,0.0002433541667414829
TMEM246-AS1,0.2689414322376251
TMEM246,0.00024002487771213055
RNF20,0.00024100381415337324
PPP3R2,0.00024212869175244123
CYLC2,0.00024195722653530538
LOC101928523,0.2689414322376251
SMC2-AS1,0.2689414322376251
SMC2,0.00023650714138057083
LOC105376194,0.2689414322376251
OR13F1,0.00024054698587860912
OR13C8,0.00024176653823815286
OR13C3,0.00024333562760148197
OR13C4,0.00024203036446124315
OR13D1,0.00024176169245038182
OR13C5,0.00024230420240201056
OR13C2,0.00024176377337425947
OR13C9,0.0002429216110613197
NIPSNAP3B,0.00024288870918098837
NIPSNAP3A,0.0002414612827124074
RALGAPA1P1,0.2689414322376251
FKTN,0.00023807796242181212
TAL2,0.000243032569414936
MIR8081,0.2689414322376251
LINC01505,0.2689414322376251
RAD23B,0.0002325985551578924
LINC01509,0.2689414322376251
KLF4,0.00025314115919172764
ACTL7A,0.0002415858762105927
ACTL7B,0.0002410490851616487
FAM206A,0.2689414322376251
CTNNAL1,0.000237511150771752
MIR32,0.2689414322376251
FRRS1L,0.00024019197735469788
MIR3927,0.2689414322376251
C9orf152,0.00024313549511134624
TXN,0.2689414322376251
TXNDC8,0.00024190949625335634
MIR7702,0.2689414322376251
OR2K2,0.00024169508833438158
LRRC37A5P,0.2689414322376251
PTGR1,3.211157309124246e-05
DNAJC25,0.00023770597181282938
DNAJC25-GNG10,0.2689414322376251
GNG10,0.00022604846162721515
C9orf84,0.2689414322376251
UGCG,0.00023382842482533306
MIR4668,0.2689414322376251
INIP,0.00024050800129771233
SLC46A2,0.00024234024749603122
FAM225B,0.2689414322376251
ZNF883,0.00024181700428016484
ZFP37,0.0002410723245702684
FKBP15,0.0002431076718494296
SLC31A2,0.0002406873827567324
HDHD3,0.00023927928123157471
CDC26,0.00030360548407770693
PRPF4,0.0002358205965720117
RNF183,0.00024240126367658377
WDR31,0.0002419205557089299
BSPRY,0.00024220073828473687
POLE3,0.00023880090157035738
ALAD,0.00023905467242002487
C9orf43,0.0002421952085569501
AMBP,0.00024206498346757144
KIF12,0.00024195194419007748
MIR455,0.2689414322376251
ORM2,0.00024161790497601032
ORM1,0.00023845984833315015
AKNA,0.00026187553885392845
TMEM268,0.0002391102898400277
ATP6V1G1,0.00023083177802618593
LOC100505478,0.2689414322376251
TNFSF15,0.00029870879370719194
TNFSF8,0.00024224809021688998
LOC101928748,0.2689414322376251
LOC101928775,0.2689414322376251
LINC00474,0.2689414322376251
PAPPA-AS1,0.2689414322376251
TRIM32,0.00023974241048563272
SNORA70C,0.2689414322376251
LOC101928797,0.2689414322376251
TLR4,0.00024105736520141363
LINC01613,0.2689414322376251
MIR147A,0.2689414322376251
MEGF9,0.0002366014086874202
FBXW2,0.0002530907222535461
LOC100288842,0.2689414322376251
PSMD5,0.00024119025329127908
TRAF1,0.0002392224851064384
PHF19,0.00023527711164206266
RAB14,1.731102747726254e-05
GSN,2.0954281353624538e-05
GSN-AS1,0.2689414322376251
STOM,0.0003316423681098968
GGTA1P,0.2689414322376251
MIR4478,0.2689414322376251
RBM18,0.0002894295030273497
MORN5,0.00024299317738041282
LHX6,0.00024230744747910649
PTGS1,0.0002425006532575935
OR1J2,0.2689414322376251
OR1N1,0.00024160313478205353
OR1J4,0.2689414322376251
OR1J1,0.00024280606885440648
OR1Q1,0.00024247085093520582
OR1B1,0.0002446747093927115
OR1L1,0.00024252425646409392
OR1L3,0.00024252934963442385
OR1N2,0.00024116080021485686
OR1L8,0.00024162571935448796
OR1K1,0.0002427051222184673
OR1L4,0.00024215872690547258
OR1L6,0.0002426051942165941
OR5C1,0.00024196485173888505
RC3H2,0.00023188222257886082
PDCL,0.00029532404732890427
SNORD90,0.2689414322376251
ZBTB6,0.00023805911769159138
ZBTB26,0.00023981556296348572
GPR21,0.2689414322376251
MIR600HG,0.2689414322376251
MIR600,0.2689414322376251
CRB2,0.000242241847445257
MIR601,0.2689414322376251
MIR7150,0.2689414322376251
LOC100505588,0.2689414322376251
LHX2,0.00024286114785354584
NEK6,0.0002506205637473613
LOC100129034,0.2689414322376251
NR5A1,0.00027026442694477737
MIR181A2HG,0.2689414322376251
MIR181A2,0.2689414322376251
MIR181B2,0.2689414322376251
ARPC5L,0.00023211912775877863
WDR38,0.00024238647893071175
RPL35,0.2689414322376251
LOC105376271,0.2689414322376251
RABEPK,0.00023793250147718936
HSPA5,0.00023343034263234586
LOC51145,0.2689414322376251
LOC101929116,0.2689414322376251
NRON,0.2689414322376251
ZBTB43,0.00023939840320963413
ANGPTL2,0.00024900594144128263
ZNF79,0.00024173609563149512
RPL12,0.2689414322376251
SNORA65,0.2689414322376251
LRSAM1,0.0002415237104287371
SH2D3C,0.00024240427592303604
TOR2A,0.00024097692221403122
CDK9,0.00023472077737096697
MIR3911,0.2689414322376251
CFAP157,0.6159600019454956
PTRH1,0.00024064286844804883
TTC16,0.00030081759905442595
MIR3960,0.2689414322376251
MIR2861,0.2689414322376251
FPGS,0.0002412978938082233
ENG,0.0003165063099004328
LOC102723566,0.2689414322376251
AK1,0.00023647646594326943
MIR4672,0.2689414322376251
ST6GALNAC6,0.0002393454487901181
ST6GALNAC4,0.00024242946528829634
FAM102A,0.00023352273274213076
DPM2,0.00024004797160159796
LCN2,0.00024304947874043137
PTGES2,0.0002390683366684243
SLC25A25,0.0002341054641874507
NAIF1,0.00029686905327253044
SLC25A25-AS1,0.2689414322376251
PTGES2-AS1,0.2689414322376251
C9orf16,0.00022364952019415796
DNM1,0.00024246990506071597
MIR199B,0.2689414322376251
MIR3154,0.2689414322376251
GOLGA2,0.0002944322768598795
SWI5,0.00024030123313423246
URM1,0.00024046993348747492
COQ4,0.00023795064771547914
SLC27A4,0.00024333120381925255
MIR219A2,0.2689414322376251
MIR219B,0.2689414322376251
CERCAM,0.00023846804106142372
ODF2,0.00023690322996117175
GLE1,0.00023458831128664315
WDR34,0.00023475545458495617
SET,1.77176025317749e-05
ZDHHC12,0.00024149536329787225
TBC1D13,0.00023969005269464105
ZER1,0.00030949758365750313
LOC100506100,0.2689414322376251
ENDOG,0.0002416805800748989
SPOUT1,0.00023806525859981775
LRRC8A,0.00024203291104640812
PHYHD1,0.00024089172075036913
DOLK,0.00024298112839460373
MIGA2,0.00024027557810768485
SH3GLB2,0.00023785924713592976
DOLPP1,0.00023948676243890077
IER5L,0.0002536402898840606
PTPA,0.00030586638604290783
LOC101929331,0.2689414322376251
C9orf106,0.2689414322376251
LINC01503,0.2689414322376251
C9orf50,0.00024210699484683573
ASB6,0.0002411035675322637
PTGES,0.00024064953322522342
PRRX2,0.0002405297855148092
PRRX2-AS1,0.2689414322376251
TOR1B,0.000240058041526936
TOR1A,0.00024077804118860513
C9orf78,0.00024037205730564892
USP20,0.0002382503153057769
MIR6855,0.2689414322376251
GPR107,0.0002348933630855754
LOC401554,0.2689414322376251
NCS1,0.00023990223417058587
ASS1,0.00024045938334893435
FUBP3,0.0002324218803551048
LOC100272217,0.2689414322376251
MIR6856,0.2689414322376251
EXOSC2,0.0002860015374608338
QRFP,0.000245817907853052
FIBCD1,0.00024287111591547728
AIF1L,0.00024114288680721074
FAM78A,0.00025881355395540595
PLPP7,0.00024216518795583397
POMT1,0.00024161305918823928
SNORD62A,0.2689414322376251
SNORD62B,0.2689414322376251
UCK1,0.00023397670884151012
NTNG2,0.00024263364321086556
SETX,0.0002350553695578128
BARHL1,0.00024122613831423223
GTF3C4,0.00023744480859022588
SPACA9,0.00024270467110909522
GFI1B,0.00024204538203775883
MIR548AW,0.2689414322376251
LOC105376306,0.2689414322376251
MIR6877,0.2689414322376251
CEL,0.0002353488962398842
CELP,0.2689414322376251
RALGDS,0.0002952646464109421
GBGT1,0.00023947098816279322
OBP2B,0.00024305203987751156
ABO,0.00024102222232613713
STKLD1,0.00024227396352216601
SURF1,0.0002369373250985518
SURF6,0.0002903781132772565
MED22,0.00023842326481826603
RPL7A,0.2689414322376251
SNORD24,0.2689414322376251
SNORD36B,0.2689414322376251
SNORD36A,0.2689414322376251
SNORD36C,0.2689414322376251
SURF2,0.00023787397367414087
SURF4,0.0002350688009755686
REXO4,0.00024148639931809157
CACFD1,0.0002411465538898483
SLC2A6,0.00024236130411736667
TMEM8C,0.2689414322376251
DBH,0.00024253997253254056
DBH-AS1,0.2689414322376251
FAM163B,0.0002589056093711406
BRD3,0.0002339591010240838
LINC00094,0.2689414322376251
LOC100130548,0.2689414322376251
WDR5,0.00023861632507760078
RNU6ATAC,0.2689414322376251
MIR4669,0.2689414322376251
COL5A1-AS1,0.2689414322376251
LOC101448202,0.2689414322376251
MIR3689A,0.2689414322376251
MIR3689C,0.2689414322376251
MIR3689D1,0.2689414322376251
MIR3689B,0.2689414322376251
MIR3689D2,0.2689414322376251
MIR3689E,0.2689414322376251
MIR3689F,0.2689414322376251
FCN2,0.00024202944769058377
FCN1,0.2689414322376251
OLFM1,0.0002400074590696022
LOC401557,0.2689414322376251
C9orf62,0.2689414322376251
LCN1,0.00024278476485051215
PPP1R26,0.00023612457152921706
PPP1R26-AS1,0.2689414322376251
C9orf116,0.00024191272677853703
MRPS2,0.2689414322376251
LOC101928525,0.2689414322376251
GLT6D1,0.00024224832304753363
PAEP,0.00024283266975544393
OBP2A,0.0002410486340522766
LINC01502,0.2689414322376251
LCN9,0.00024209683761000633
SOHLH1,0.00024158909218385816
CAMSAP1,0.0002366018743487075
UBAC1,0.0002478108217474073
C9orf69,0.2689414322376251
LHX3,0.00024124063202179968
QSOX2,0.00024066946934908628
CCDC187,0.00024087449128273875
GPSM1,0.0002390084118815139
CARD9,0.0002409036533208564
DKFZP434A062,0.2689414322376251
DNLZ,0.00024143964401446283
SDCCAG3,0.2689414322376251
PMPCA,0.00023890291049610823
INPP5E,0.00023917597718536854
SNAPC4,0.0002375543990638107
NALT1,0.2689414322376251
C9orf163,0.2689414322376251
NOTCH1,0.00023017202329356223
MIR4673,0.2689414322376251
MIR4674,0.2689414322376251
AGPAT2,0.00023812336439732462
EGFL7,0.00029849924612790346
LINC01451,0.2689414322376251
HSPC324,0.2689414322376251
MIR126,0.2689414322376251
LCN6,0.00024191341071855277
FAM69B,0.2689414322376251
LCN15,0.000241965550230816
SNHG7,0.2689414322376251
SNORA17B,0.2689414322376251
SNORA17A,0.2689414322376251
LCN10,0.00024113620747812092
LOC100128593,0.2689414322376251
MIR6722,0.2689414322376251
LCN8,0.00024299595679622144
TMEM141,0.0002936969103757292
CCDC183,0.00024160336761269718
CCDC183-AS1,0.2689414322376251
MIR4292,0.2689414322376251
EDF1,0.0002391780144535005
TRAF2,0.0002997397677972913
C8G,0.00024257489712908864
C9orf172,0.2689414322376251
PHPT1,0.00030879699625074863
MAMDC4,0.2689414322376251
MIR4479,0.2689414322376251
FBXW5,0.00023346395755652338
LCN12,0.00024158356245607138
FUT7,0.00024277434567920864
ABCA2,0.00024058988492470235
NPDC1,0.00029103882843628526
PTGDS,0.00029781420016661286
LCNL1,0.00024199922336265445
CLIC3,0.00024295077309943736
C9orf139,0.2689414322376251
ENTPD2,0.00024197869061026722
SAPCD2,0.00024311205197591335
UAP1L1,0.0002385528350714594
MAN1B1-AS1,0.2689414322376251
C9orf142,0.2689414322376251
GRIN1,0.00024204283545259386
NDOR1,0.00024280235811602324
ANAPC2,0.00023353764845523983
DPP7,0.00023417557531502098
LRRC26,0.0002418776712147519
MIR3621,0.2689414322376251
TMEM210,0.00024333747569471598
SSNA1,0.00024116080021485686
TPRN,0.00024163124908227473
TMEM203,0.00023862063244450837
RNF208,0.00024252216098830104
CYSRT1,0.00024138257140293717
RNF224,0.0002423931728117168
STPG3-AS1,0.2689414322376251
TUBB4B,0.00023498162045143545
TOR4A,0.00023914335179142654
STPG3,0.000244405644480139
NELFB,0.0002367756242165342
NRARP,0.00023956189397722483
FAM166A,0.00024150089302565902
NOXA1,0.00024262718216050416
ENTPD8,0.00024224740627687424
NSMF,0.00023834961757529527
MIR7114,0.2689414322376251
ZMYND19,0.00023395796597469598
MRPL41,0.2689414322376251
DPH7,0.0002410596644040197
ARRDC1,0.00023993289505597204
ARRDC1-AS1,0.2689414322376251
EHMT1-IT1,0.2689414322376251
MIR602,0.2689414322376251
LOC105376331,0.2689414322376251
LOC101928786,0.2689414322376251
FAM157B,0.2689414322376251
TUBBP5,0.2689414322376251
LOC101928932,0.2689414322376251
RNR1,0.2689414322376251
RNR2,0.2689414322376251
CCNB3,0.0002426704450044781
ZDHHC15,0.00024276810290757567
CYLC1,0.00024201169435400516
PCDH11X,0.00024347880389541388
SRPX2,0.00024123831826727837
STS,0.00024238739570137113
GLRA2,0.00024313779431395233
EGFL6,0.00024265771207865328
MID1,0.00024209177354350686
ARHGAP6,0.00023963979037944227
FRMPD4,0.00024262347142212093
RAI2,0.0002416844799881801
CXorf23,0.2689414322376251
PTCHD1-AS,0.2689414322376251
IL1RAPL1,0.00024348041915800422
DMD,0.00023849622812122107
PPP1R3F,0.0002419962256681174
RBM10,0.00023926832363940775
KDM6A,0.0002421381650492549
ZC4H2,0.0002416685747448355
OPHN1,0.00024407172168139368
ITGB1BP2,0.00024128431687131524
LINC00269,0.2689414322376251
HDAC8,0.00023934521595947444
SLC16A2,0.00024367573496419936
ATRX,0.0002306746901012957
BRWD3,0.0002852578181773424
UBE2DNL,0.2689414322376251
CHM,0.0002375482872594148
DIAPH2,0.0002374484174652025
XRCC6P5,0.2689414322376251
IL1RAPL2,0.00024208324612118304
NRK,0.00024130960809998214
MORC4,0.00024351131287403405
TMEM164,0.00024032554938457906
PAK3,0.00024177966406568885
ZCCHC16,0.2689414322376251
LOC101928437,0.2689414322376251
TENM1,0.00024247914552688599
THOC2,0.00023514771601185203
ARHGAP36,0.000241706584347412
BCORL1,0.00024267668777611107
FRMD7,0.00024255916650872678
ADGRG4,0.0002419076336082071
ZNF75D,0.00024068921629805118
SPANXA2-OT1,0.2689414322376251
AFF2,0.00023918029910419136
LINC00894,0.2689414322376251
SHOX,0.00024221806961577386
ASMTL,0.00024257812765426934
ZBED1,0.0002442598051857203
DHRSX,0.00023768558457959443
CD99P1,0.2689414322376251
XG,0.00024299015058204532
XGY2,0.2689414322376251
ARSH,0.00024291605222970247
LINC01546,0.2689414322376251
PRKX,0.00023991914349608123
NLGN4X,0.00024235965975094587
PUDP,0.00024164207570720464
ANOS1,0.00024145300267264247
TBL1X,0.00023556576343253255
CLCN4,0.00024222061620093882
SHROOM2,0.000253656500717625
WWC3,0.0002777548797894269
TMSB4X,0.9791709184646606
GEMIN8,0.00023918053193483502
OFD1,0.00024041881260927767
GPM6B,0.00024230236886069179
PIGA,0.00023983295250218362
PIR-FIGF,0.2689414322376251
PIR,0.0002878982340916991
ACE2,0.00024300430959556252
CTPS2,0.00023724611673969775
REPS2,0.00024215015582740307
NHS,0.00024180824402719736
LOC101928389,0.2689414322376251
CDKL5,0.0002400029043201357
PPEF1,0.00024223860236816108
LINC01456,0.2689414322376251
BEND2,0.00024243893858511
SCML2,0.00024168839445337653
ADGRG2,0.00024261260114144534
SH3KBP1,0.000241552697843872
MAP3K15,0.00024318831856362522
MAP7D2,0.00024243732332251966
RPS6KA3,0.2689414322376251
SMPX,0.0002424726844765246
CNKSR2,0.00023984642757568508
PHEX,0.00024323424440808594
KLHL15,0.00023895394406281412
ACOT9,0.00024006218882277608
APOO,0.00024218042381107807
POLA1,0.00023445840633939952
PDK3,0.00023877447529230267
PCYT1B,0.0002406573184998706
GK,0.2689414322376251
CFAP47,0.0002440621901769191
LOC101928627,0.2689414322376251
PRRG1,0.00024125694471877068
LANCL3,0.0002431338361930102
TSPAN7,0.00023536483058705926
SYTL5,0.00024609555839560926
RPGR,0.0002377968921791762
OTC,0.00024164530623238534
LINC01281,0.2689414322376251
CXorf38,0.0002333646989427507
BCOR,0.00023916890495456755
CASK,1.7631371520110406e-05
USP9X,0.0002509299374651164
MAOB,0.0002409369481028989
EFHC2,0.00024212362768594176
ZNF674,0.00024277665943372995
SLC9A7,0.0002408478467259556
JADE3,0.00024084279721137136
SYN1,0.00024258275516331196
ZNF41,0.00024084554752334952
CXXC1P1,0.2689414322376251
ZNF81,0.2689414322376251
AKAP4,0.00024277687771245837
GAGE12D,0.2689414322376251
GAGE12F,0.2689414322376251
GAGE12G,0.2689414322376251
GAGE4,0.2689414322376251
GAGE6,0.2689414322376251
GAGE5,0.2689414322376251
GAGE12I,0.2689414322376251
GAGE7,0.2689414322376251
GAGE12C,0.2689414322376251
GAGE12H,0.2689414322376251
GAGE12E,0.2689414322376251
GAGE12B,0.2689414322376251
CLCN5,0.0002386670676060021
SHROOM4,0.00024164552451111376
LINC01284,0.2689414322376251
DGKK,0.00024248170666396618
TSPYL2,0.00023425753170158714
FAM156B,0.2689414322376251
FAM156A,0.2689414322376251
KDM5C,0.0002847363939508796
HUWE1,0.00023695472918916494
PHF8,0.00022609351435676217
FAM120C,0.00023790345585439354
WNK3,0.00024197246239054948
ITIH6,0.00024269796267617494
KLF8,0.0002405011182418093
FAAH2,0.00024143734481185675
LINC01420,0.2689414322376251
ARHGEF9,0.0002418518124613911
LINC01278,0.2689414322376251
ASB12,0.00024182141351047903
MTMR8,0.00024190463591367006
HEPH,0.00024184999347198755
AR,0.00024280929937958717
STARD8,0.00024198123719543219
EDA,0.0002397037751507014
KIF4A,0.00023815219174139202
TEX11,0.00024229266273323447
TAF1,0.0002377816999796778
PIN4,0.2689414322376251
ERCC6L,0.00024173862766474485
OGT,4.9687190767144784e-05
NHSL2,0.00024228205438703299
PHKA1,0.0002380459482083097
MAP2K4P1,0.2689414322376251
CHIC1,0.00024155614664778113
TSIX,0.2689414322376251
JPX,0.2689414322376251
FTX,0.2689414322376251
KIAA2022,0.2689414322376251
ABCB7,0.0002379830984864384
MIR325HG,0.2689414322376251
MAGT1,0.0002359667996643111
ATP7A,0.00023875855549704283
PGK1,0.00024126270727720112
FAM46D,0.2689414322376251
SH3BGRL,0.00024981514434330165
HMGN5,0.00024247777764685452
RPS6KA6,0.2689414322376251
HDX,0.0002405293344054371
APOOL,0.00023946598230395466
POF1B,0.00023631103977095336
DACH2,0.00024235989258158952
KLHL4,0.0002425624115858227
PCDH19,0.0002410704764770344
XKRX,0.0002423245314275846
ARMCX4,0.00024254345044028014
NXF5,0.00024266743275802583
NXF2B,0.2689414322376251
NXF2,0.2689414322376251
ARMCX5-GPRASP2,0.2689414322376251
LOC105373300,0.2689414322376251
MORF4L2,0.00023733389389235526
SERPINA7,0.00024208484683185816
MUM1L1,0.2689414322376251
TBC1D8B,0.0002419113297946751
TSC22D3,0.0002961120626423508
MID2,0.00024165223294403404
RBM41,0.00024147395743057132
PIH1D3,0.00024211531854234636
ATG4A,0.00024376288638450205
COL4A6,0.0002428315201541409
COL4A5,0.00023530535690952092
GUCY2F,0.00024219935585279018
ACSL4,0.00024364459386561066
CHRDL1,0.00024246645625680685
AMMECR1,0.00024134689010679722
TRPC5,0.00024277156626340002
DCX,0.00024339919036719948
XACT,0.2689414322376251
HTR2C,0.00024251130525954068
LRCH2,0.00024087607744149864
PLS3,0.00023249346122611314
DANT2,0.2689414322376251
KLHL13,0.00024238115292973816
WDR44,0.00024058805138338357
SLC25A43,0.00024165314971469343
IL13RA1,0.00023779757611919194
DOCK11,0.0002427849976811558
LONRF3,0.00024171789118554443
KIAA1210,0.0002433430345263332
SEPT6,0.2689414322376251
LAMP2,0.00023908134608063847
NKAP,0.00023976800730451941
RHOXF1-AS1,0.2689414322376251
CT47A10,0.2689414322376251
CT47A9,0.2689414322376251
CT47A8,0.2689414322376251
CT47A6,0.2689414322376251
CT47A5,0.2689414322376251
CT47A4,0.2689414322376251
CT47A3,0.2689414322376251
CT47A2,0.2689414322376251
CT47A1,0.2689414322376251
CT47A12,0.2689414322376251
CT47A11,0.2689414322376251
GRIA3,0.0002422605612082407
XIAP,0.00024198261962737888
STAG2,0.00023137185780797154
SMARCA1,0.00023864292597863823
XPNPEP2,0.00024290957662742585
AIFM1,0.00024053575180005282
ENOX2,0.00024092133389785886
FIRRE,0.2689414322376251
MBNL3,0.00024163196212612092
HS6ST2,0.0002454242203384638
RAP2C-AS1,0.2689414322376251
GPC3,0.0002344508102396503
PLAC1,0.0002447745646350086
HPRT1,0.00023346794478129596
FHL1,0.00023704419436398894
INTS6L,0.000242098918533884
LOC100506790,0.2689414322376251
ARHGEF6,0.00024483923334628344
FGF13,0.0002397357893642038
MCF2,0.00024224669323302805
LINC00632,0.2689414322376251
CXorf40A,0.00023971566406544298
CD99L2,0.00023813200823497027
MAMLD1,0.00024250088608823717
MTM1,0.00024440145352855325
MTMR1,0.00023844758106861264
PASD1,0.00024289799330290407
CETN2,0.00023477827198803425
GABRA3,0.00024140191089827567
MAGEA3,0.2689414322376251
ZNF185,0.00024380705144722015
HAUS7,0.2689414322376251
LOC105373378,0.2689414322376251
L1CAM,0.00024195494188461453
DNASE1L1,0.00023984527797438204
OPN1MW,0.2689414322376251
TEX28,0.2689414322376251
G6PD,1.697557672741823e-05
MPP1,0.0002866534050554037
F8,0.00024059195129666477
CLIC2,0.00024120773014146835
TMLHE,0.0002372544986428693
SPRY3,0.00024185804068110883
PLCXD1,0.0002419470838503912
PPP2R3B,0.000242756272200495
GTPBP6,0.00023070660245139152
LINC00685,0.2689414322376251
CRLF2,0.00024210607807617635
CSF2RA,0.0002435412461636588
MIR3690,0.2689414322376251
IL3RA,0.00024514220422133803
SLC25A6,0.00022920667834114283
LINC00106,0.2689414322376251
ASMTL-AS1,0.2689414322376251
P2RY8,0.00024245859822258353
AKAP17A,0.0003142836212646216
ASMT,0.00024299828510265797
MIR6089,0.2689414322376251
LINC00102,0.2689414322376251
CD99,0.00027337533538229764
GYG2,0.0002423931728117168
ARSD,0.0002855018828995526
ARSE,0.00024245302483905107
ARSF,0.0002424128178972751
MXRA5,0.0002420619857730344
PRKX-AS1,0.2689414322376251
LOC389906,0.2689414322376251
LOC101928201,0.2689414322376251
LOC105373156,0.2689414322376251
MIR4770,0.2689414322376251
VCX3A,0.2689414322376251
MIR4767,0.2689414322376251
VCX,0.2689414322376251
PNPLA4,0.0002426283317618072
MIR651,0.2689414322376251
VCX2,0.00024251360446214676
VCX3B,0.2689414322376251
FAM9A,0.00024250990827567875
FAM9B,0.00024256171309389174
GPR143,0.00024224691151175648
CLDN34,0.00024186476366594434
HCCS,0.00024348346050828695
AMELX,0.00024243409279733896
MIR548AX,0.2689414322376251
MSL3,0.2689414322376251
PRPS2,0.00023330039402935654
TLR8,0.00024249117996077985
TLR7,0.0002410844899713993
TLR8-AS1,0.2689414322376251
FAM9C,0.0002432393521303311
ATXN3L,0.0002419173251837492
GS1-600G8.3,0.2689414322376251
LINC01203,0.2689414322376251
MIR6086,0.2689414322376251
TCEANC,0.00024291187583003193
RAB9A,0.0002417704527033493
TRAPPC2,0.2689414322376251
UBE2E4P,0.2689414322376251
MOSPD2,0.0002415674680378288
FANCB,0.0002350938884774223
ASB9,0.00024136532738339156
ASB11,0.00024217856116592884
VEGFD,0.0002410352899460122
BMX,0.00024181378830689937
GS1-594A7.3,0.2689414322376251
TMEM27,0.2689414322376251
CA5BP1,0.2689414322376251
AP1S2,0.0002966987085528672
ZRSR2,0.00024370038590859622
CA5B,0.0002401198580628261
INE2,0.2689414322376251
GRPR,0.00024281948572024703
MAGEB17,0.00024206592934206128
MIR548AM,0.2689414322376251
S100G,0.00024200754705816507
SYAP1,0.00028947973623871803
RBBP7,0.0003086539509240538
TXLNG,0.00023783091455698013
MIR4768,0.2689414322376251
NHS-AS1,0.2689414322376251
SCML1,0.0002425684069748968
RS1,0.00024255593598354608
PPEF1-AS1,0.2689414322376251
PHKA2,0.0002904689172282815
PHKA2-AS1,0.2689414322376251
PDHA1,1.7917818695423193e-05
LOC729609,0.2689414322376251
MIR23C,0.2689414322376251
EIF1AX,0.0002375978947384283
SCARNA9L,0.2689414322376251
EIF1AX-AS1,0.2689414322376251
KLHL34,0.00024256657343357801
MBTPS2,0.00023952947231009603
YY2,0.00024358397058676928
SMS,1.687659641902428e-05
PHEX-AS1,0.2689414322376251
ZNF645,0.2689414322376251
DDX53,0.00024204629880841821
PTCHD1,0.00024138418666552752
PRDX4,0.0002359739737585187
SAT1,0.0014566675527021289
CXorf58,0.0002417826617602259
EIF2S3,0.00024244886299129575
ZFX,0.0002403798425802961
ZFX-AS1,0.2689414322376251
SUPT20HL2,0.2689414322376251
SUPT20HL1,0.2689414322376251
PCYT1B-AS1,0.2689414322376251
SCARNA23,0.2689414322376251
ARX,0.00024214071163441986
MAGEB18,0.0002461558615323156
MAGEB6,0.00024322659010067582
MAGEB5,0.00024196623417083174
VENTXP1,0.2689414322376251
PPP4R3CP,0.2689414322376251
DCAF8L2,0.00024181471962947398
MAGEB10,0.00024229958944488317
DCAF8L1,0.00024308472347911447
MIR6134,0.2689414322376251
MIR4666B,0.2689414322376251
MAGEB2,0.00024306918203365058
MAGEB3,0.00024185690563172102
MAGEB4,0.00024248403497040272
MAGEB1,0.00024256377946585417
NR0B1,0.00024217071768362075
CXorf21,0.00024046076578088105
TAB3,0.00030135756242088974
FTHL17,0.0002425032143946737
MIR3915,0.2689414322376251
MIR548F5,0.2689414322376251
FAM47A,0.0002421372482785955
TMEM47,0.00023985853476915509
FAM47B,0.00024223978107329458
