Gene,IG Score Before Training
MST1P2,0.2689414322376251
RCC2,0.2689414322376251
ARHGEF10L,0.2689414322376251
SDHB,0.2689414322376251
KLHDC7A,0.2689414322376251
PAX7,0.2689414322376251
IGSF21,0.2689414322376251
UBR4,0.2689414322376251
AKR7L,0.2689414322376251
CAPZB,0.2689414322376251
TMCO4,0.2689414322376251
UBXN10-AS1,0.2689414322376251
VWA5B1,0.2689414322376251
KIF17,0.2689414322376251
HSPG2,0.2689414322376251
RAP1GAP,0.2689414322376251
ECE1,0.2689414322376251
USP48,0.2689414322376251
EPHB2,0.2689414322376251
HNRNPR,0.2689414322376251
FUCA1,0.2689414322376251
ASAP3,0.2689414322376251
RCAN3,0.2689414322376251
CLIC4,0.2689414322376251
STPG1,0.2689414322376251
RUNX3,0.2689414322376251
RSRP1,0.2689414322376251
LDLRAP1,0.2689414322376251
LOC646471,0.2689414322376251
MTFR1L,0.2689414322376251
MAN1C1,0.2689414322376251
RHD,0.2689414322376251
AIM1L,0.2689414322376251
ARID1A,0.2689414322376251
TRNP1,0.2689414322376251
SLC9A1,0.2689414322376251
HMGN2,0.2689414322376251
EYA3,0.2689414322376251
GPR3,0.2689414322376251
PTAFR,0.2689414322376251
STX12,0.2689414322376251
PHACTR4,0.2689414322376251
GMEB1,0.2689414322376251
EPB41,0.2689414322376251
MECR,0.2689414322376251
OPRD1,0.2689414322376251
TRNAU1AP,0.2689414322376251
LOC101929406,0.2689414322376251
NKAIN1,0.2689414322376251
ZCCHC17,0.2689414322376251
PUM1,0.2689414322376251
BSDC1,0.2689414322376251
KPNA6,0.2689414322376251
KIAA1522,0.2689414322376251
AK2,0.2689414322376251
ZNF362,0.2689414322376251
TRIM62,0.2689414322376251
ZBTB8OS,0.2689414322376251
TMEM54,0.2689414322376251
C1orf94,0.2689414322376251
ZMYM4,0.2689414322376251
KIAA0319L,0.2689414322376251
ZMYM6,0.2689414322376251
AGO1,0.2689414322376251
AGO3,0.2689414322376251
MAP7D1,0.2689414322376251
SH3D21,0.2689414322376251
OSCP1,0.2689414322376251
RSPO1,0.2689414322376251
GRIK3,0.2689414322376251
INPP5B,0.2689414322376251
RHBDL2,0.2689414322376251
MACF1,0.2689414322376251
RLF,0.2689414322376251
RIMS3,0.2689414322376251
NFYC,0.2689414322376251
SLFNL1-AS1,0.2689414322376251
SCMH1,0.2689414322376251
FOXJ3,0.2689414322376251
PPCS,0.2689414322376251
CCDC30,0.2689414322376251
LOC339539,0.2689414322376251
CFAP57,0.2689414322376251
MED8,0.2689414322376251
ST3GAL3,0.2689414322376251
ERI3,0.2689414322376251
RNF220,0.2689414322376251
C1orf228,0.2689414322376251
PTCH2,0.2689414322376251
EIF2B3,0.2689414322376251
TESK2,0.2689414322376251
NASP,0.2689414322376251
IPP,0.2689414322376251
MAST2,0.2689414322376251
RAD54L,0.2689414322376251
FAAH,0.2689414322376251
ATPAF1,0.2689414322376251
TRABD2B,0.2689414322376251
SKINT1L,0.2689414322376251
SPATA6,0.2689414322376251
BEND5,0.2689414322376251
AGBL4-IT1,0.2689414322376251
ELAVL4,0.2689414322376251
FAF1,0.2689414322376251
C1orf185,0.2689414322376251
RNF11,0.2689414322376251
TXNDC12,0.2689414322376251
ZFYVE9,0.2689414322376251
OSBPL9,0.2689414322376251
COA7,0.2689414322376251
ZYG11B,0.2689414322376251
PODN,0.2689414322376251
C1orf123,0.2689414322376251
SCP2,0.2689414322376251
GLIS1,0.2689414322376251
SSBP3,0.2689414322376251
YIPF1,0.2689414322376251
MROH7-TTC4,0.2689414322376251
TTC22,0.2689414322376251
PCSK9,0.2689414322376251
USP24,0.2689414322376251
MROH7,0.2689414322376251
C1orf168,0.2689414322376251
C8A,0.2689414322376251
LINC01135,0.2689414322376251
FGGY,0.2689414322376251
CYP2J2,0.2689414322376251
C1orf87,0.2689414322376251
NFIA-AS2,0.2689414322376251
NFIA,0.2689414322376251
KANK4,0.2689414322376251
DOCK7,0.2689414322376251
LINC00466,0.2689414322376251
EFCAB7,0.2689414322376251
CACHD1,0.2689414322376251
RAVER2,0.2689414322376251
UBE2U,0.2689414322376251
DNAJC6,0.2689414322376251
LEPR,0.2689414322376251
WDR78,0.2689414322376251
MIER1,0.2689414322376251
SGIP1,0.2689414322376251
IL12RB2,0.2689414322376251
GNG12,0.2689414322376251
IL23R,0.2689414322376251
LRRC7,0.2689414322376251
LOC101927244,0.2689414322376251
PTGER3,0.2689414322376251
ZRANB2-AS2,0.2689414322376251
NEGR1,0.2689414322376251
NEGR1-IT1,0.2689414322376251
LRRIQ3,0.2689414322376251
ERICH3-AS1,0.2689414322376251
CRYZ,0.2689414322376251
ERICH3,0.2689414322376251
MSH4,0.2689414322376251
ACADM,0.2689414322376251
ST6GALNAC5,0.2689414322376251
AK5,0.2689414322376251
PIGK,0.2689414322376251
USP33,0.2689414322376251
DNAJB4,0.2689414322376251
MGC27382,0.2689414322376251
GIPC2,0.2689414322376251
PTGFR,0.2689414322376251
MIGA1,0.2689414322376251
ADGRL4,0.2689414322376251
LOC101927412,0.2689414322376251
LOC101927434,0.2689414322376251
LOC101927587,0.2689414322376251
DNASE2B,0.2689414322376251
PRKACB,0.2689414322376251
SSX2IP,0.2689414322376251
SPATA1,0.2689414322376251
WDR63,0.2689414322376251
SYDE2,0.2689414322376251
DDAH1,0.2689414322376251
LOC105378828,0.2689414322376251
SEP15,0.2689414322376251
ODF2L,0.2689414322376251
CLCA3P,0.2689414322376251
LINC01140,0.2689414322376251
PKN2-AS1,0.2689414322376251
PKN2,0.2689414322376251
GTF2B,0.2689414322376251
GBP5,0.2689414322376251
LRRC8D,0.2689414322376251
LRRC8C,0.2689414322376251
LOC105378853,0.2689414322376251
ZNF644,0.2689414322376251
TGFBR3,0.2689414322376251
BRDT,0.2689414322376251
BTBD8,0.2689414322376251
HFM1,0.2689414322376251
EVI5,0.2689414322376251
CCDC18,0.2689414322376251
FAM69A,0.2689414322376251
BCAR3,0.2689414322376251
ABCA4,0.2689414322376251
ARHGAP29,0.2689414322376251
FNBP1L,0.2689414322376251
ABCD3,0.2689414322376251
LINC01057,0.2689414322376251
ALG14,0.2689414322376251
TMEM56,0.2689414322376251
TMEM56-RWDD3,0.2689414322376251
LOC101928241,0.2689414322376251
DPYD-AS1,0.2689414322376251
PTBP2,0.2689414322376251
MIR137HG,0.2689414322376251
PLPPR5,0.2689414322376251
LOC100129620,0.2689414322376251
LOC101928270,0.2689414322376251
SNX7,0.2689414322376251
AGL,0.2689414322376251
SLC35A3,0.2689414322376251
TRMT13,0.2689414322376251
RTCA,0.2689414322376251
CDC14A,0.2689414322376251
FRRS1,0.2689414322376251
SLC30A7,0.2689414322376251
LOC102606465,0.2689414322376251
OLFM3,0.2689414322376251
COL11A1,0.2689414322376251
RNPC3,0.2689414322376251
VAV3,0.2689414322376251
NTNG1,0.2689414322376251
HENMT1,0.2689414322376251
GPSM2,0.2689414322376251
STXBP3,0.2689414322376251
KIAA1324,0.2689414322376251
SORT1,0.2689414322376251
GNAI3,0.2689414322376251
KCNC4,0.2689414322376251
KCNA2,0.2689414322376251
CD53,0.2689414322376251
TMIGD3,0.2689414322376251
RAP1A,0.2689414322376251
KCND3,0.2689414322376251
CTTNBP2NL,0.2689414322376251
ST7L,0.2689414322376251
FAM19A3,0.2689414322376251
LRIG2,0.2689414322376251
MAGI3,0.2689414322376251
RSBN1,0.2689414322376251
AP4B1,0.2689414322376251
AMPD1,0.2689414322376251
SYCP1,0.2689414322376251
TRIM33,0.2689414322376251
TSPAN2,0.2689414322376251
SLC22A15,0.2689414322376251
MAB21L3,0.2689414322376251
CASQ2,0.2689414322376251
CD58,0.2689414322376251
IGSF3,0.2689414322376251
PTGFRN,0.2689414322376251
LOC101929099,0.2689414322376251
LINC01525,0.2689414322376251
VTCN1,0.2689414322376251
SPAG17,0.2689414322376251
LOC101929147,0.2689414322376251
REG4,0.2689414322376251
NOTCH2,0.2689414322376251
NBPF8,0.2689414322376251
HIST2H2BA,0.2689414322376251
SRGAP2C,0.2689414322376251
NBPF15,0.2689414322376251
SRGAP2D,0.2689414322376251
GPR89A,0.2689414322376251
SRGAP2B,0.2689414322376251
FAM72D,0.2689414322376251
NBPF20,0.2689414322376251
ANKRD35,0.2689414322376251
FMO5,0.2689414322376251
LINC00624,0.2689414322376251
BCL9,0.2689414322376251
NBPF11,0.2689414322376251
GPR89B,0.2689414322376251
LOC101927468,0.2689414322376251
VPS45,0.2689414322376251
PRPF3,0.2689414322376251
RPRD2,0.2689414322376251
CTSS,0.2689414322376251
ARNT,0.2689414322376251
CGN,0.2689414322376251
TDRKH,0.2689414322376251
SNX27,0.2689414322376251
PSMD4,0.2689414322376251
FLG,0.2689414322376251
LCE2A,0.2689414322376251
INTS3,0.2689414322376251
GATAD2B,0.2689414322376251
TDRD10,0.2689414322376251
KCNN3,0.2689414322376251
PMVK,0.2689414322376251
LOC100505666,0.2689414322376251
ADAM15,0.2689414322376251
FDPS,0.2689414322376251
ASH1L,0.2689414322376251
ARHGEF2,0.2689414322376251
LMNA,0.2689414322376251
GON4L,0.2689414322376251
DAP3,0.2689414322376251
MEF2D,0.2689414322376251
ARHGEF11,0.2689414322376251
LOC105371458,0.2689414322376251
KIRREL,0.2689414322376251
FCRL5,0.2689414322376251
FCRL3,0.2689414322376251
FCRL1,0.2689414322376251
OR10K1,0.2689414322376251
ATP1A4,0.2689414322376251
COPA,0.2689414322376251
KCNJ10,0.2689414322376251
CD48,0.2689414322376251
LY9,0.2689414322376251
NECTIN4,0.2689414322376251
FCER1G,0.2689414322376251
CD84,0.2689414322376251
SDHC,0.2689414322376251
ATF6,0.2689414322376251
NOS1AP,0.2689414322376251
SH2D1B,0.2689414322376251
OLFML2B,0.2689414322376251
RGS5,0.2689414322376251
LOC101928404,0.2689414322376251
HSD17B7,0.2689414322376251
DDR2,0.2689414322376251
LOC400794,0.2689414322376251
RXRG,0.2689414322376251
LMX1A,0.2689414322376251
FAM78B,0.2689414322376251
RCSD1,0.2689414322376251
POGK,0.2689414322376251
MAEL,0.2689414322376251
DUSP27,0.2689414322376251
POU2F1,0.2689414322376251
CD247,0.2689414322376251
TBX19,0.2689414322376251
ADCY10,0.2689414322376251
DCAF6,0.2689414322376251
LINC00970,0.2689414322376251
SLC19A2,0.2689414322376251
SELP,0.2689414322376251
NME7,0.2689414322376251
LOC101928650,0.2689414322376251
KIFAP3,0.2689414322376251
VAMP4,0.2689414322376251
MROH9,0.2689414322376251
PRRC2C,0.2689414322376251
LOC100506023,0.2689414322376251
CENPL,0.2689414322376251
RC3H1,0.2689414322376251
SLC9C2,0.2689414322376251
RABGAP1L,0.2689414322376251
TNR,0.2689414322376251
ASTN1,0.2689414322376251
PAPPA2,0.2689414322376251
TEX35,0.2689414322376251
RALGPS2,0.2689414322376251
ABL2,0.2689414322376251
FAM20B,0.2689414322376251
AXDND1,0.2689414322376251
CEP350,0.2689414322376251
NPHS2,0.2689414322376251
XPR1,0.2689414322376251
STX6,0.2689414322376251
CACNA1E,0.2689414322376251
ZNF648,0.2689414322376251
RNASEL,0.2689414322376251
DHX9,0.2689414322376251
NMNAT2,0.2689414322376251
LAMC2,0.2689414322376251
LAMC1,0.2689414322376251
RGL1,0.2689414322376251
COLGALT2,0.2689414322376251
ARPC5,0.2689414322376251
RNF2,0.2689414322376251
SWT1,0.2689414322376251
FAM129A,0.2689414322376251
C1orf27,0.2689414322376251
HMCN1,0.2689414322376251
PLA2G4A,0.2689414322376251
LINC01036,0.2689414322376251
BRINP3,0.2689414322376251
LOC440704,0.2689414322376251
CDC73,0.2689414322376251
LINC01031,0.2689414322376251
TROVE2,0.2689414322376251
KCNT2,0.2689414322376251
CFH,0.2689414322376251
CFHR5,0.2689414322376251
CRB1,0.2689414322376251
DENND1B,0.2689414322376251
LHX9,0.2689414322376251
MIR181A1HG,0.2689414322376251
PTPRC,0.2689414322376251
NR5A2,0.2689414322376251
ZNF281,0.2689414322376251
LOC101929224,0.2689414322376251
CACNA1S,0.2689414322376251
IGFN1,0.2689414322376251
CAMSAP2,0.2689414322376251
LGR6,0.2689414322376251
IPO9-AS1,0.2689414322376251
NAV1,0.2689414322376251
IPO9,0.2689414322376251
KDM5B,0.2689414322376251
PPFIA4,0.2689414322376251
ADORA1,0.2689414322376251
KLHL12,0.2689414322376251
SYT2,0.2689414322376251
ATP2B4,0.2689414322376251
ZC3H11A,0.2689414322376251
GOLT1A,0.2689414322376251
PLEKHA6,0.2689414322376251
SOX13,0.2689414322376251
NFASC,0.2689414322376251
LEMD1,0.2689414322376251
TMCC2,0.2689414322376251
SRGAP2,0.2689414322376251
SLC26A9,0.2689414322376251
MAPKAPK2,0.2689414322376251
FCAMR,0.2689414322376251
CD55,0.2689414322376251
C4BPB,0.2689414322376251
IL19,0.2689414322376251
CR2,0.2689414322376251
PLXNA2,0.2689414322376251
CAMK1G,0.2689414322376251
HHAT,0.2689414322376251
DIEXF,0.2689414322376251
SERTAD4,0.2689414322376251
SYT14,0.2689414322376251
RCOR3,0.2689414322376251
LINC00467,0.2689414322376251
PPP2R5A,0.2689414322376251
DTL,0.2689414322376251
INTS7,0.2689414322376251
ATF3,0.2689414322376251
NSL1,0.2689414322376251
RPS6KC1,0.2689414322376251
PROX1,0.2689414322376251
SMYD2,0.2689414322376251
PTPN14,0.2689414322376251
KCNK2,0.2689414322376251
KCTD3,0.2689414322376251
SPATA17,0.2689414322376251
GPATCH2,0.2689414322376251
MIR548F3,0.2689414322376251
TGFB2,0.2689414322376251
BPNT1,0.2689414322376251
LOC102723886,0.2689414322376251
MARK1,0.2689414322376251
HLX-AS1,0.2689414322376251
AIDA,0.2689414322376251
DISP1,0.2689414322376251
TAF1A,0.2689414322376251
CAPN2,0.2689414322376251
LOC100287497,0.2689414322376251
FBXO28,0.2689414322376251
NVL,0.2689414322376251
CAPN8,0.2689414322376251
CNIH3,0.2689414322376251
DNAH14,0.2689414322376251
PARP1,0.2689414322376251
ENAH,0.2689414322376251
EPHX1,0.2689414322376251
PSEN2,0.2689414322376251
CDC42BPA,0.2689414322376251
ZNF678,0.2689414322376251
OBSCN,0.2689414322376251
HIST3H2BB,0.2689414322376251
WNT9A,0.2689414322376251
RHOU,0.2689414322376251
NUP133,0.2689414322376251
GALNT2,0.2689414322376251
PGBD5,0.2689414322376251
TRIM67,0.2689414322376251
TTC13,0.2689414322376251
SPRTN,0.2689414322376251
LINC00582,0.2689414322376251
PCNX2,0.2689414322376251
SLC35F3,0.2689414322376251
ARID4B,0.2689414322376251
TBCE,0.2689414322376251
MIR5096,0.2689414322376251
LYST,0.2689414322376251
RBM34,0.2689414322376251
EDARADD,0.2689414322376251
GPR137B,0.2689414322376251
HEATR1,0.2689414322376251
MTR,0.2689414322376251
NID1,0.2689414322376251
ACTN2,0.2689414322376251
RYR2,0.2689414322376251
LOC100130331,0.2689414322376251
CHRM3,0.2689414322376251
GREM2,0.2689414322376251
WDR64,0.2689414322376251
KMO,0.2689414322376251
BECN2,0.2689414322376251
CEP170,0.2689414322376251
AKT3,0.2689414322376251
LOC339529,0.2689414322376251
ZBTB18,0.2689414322376251
ADSS,0.2689414322376251
C1orf101,0.2689414322376251
EFCAB2,0.2689414322376251
COX20,0.2689414322376251
TFB2M,0.2689414322376251
ZNF670-ZNF695,0.2689414322376251
ZNF670,0.2689414322376251
OR2L13,0.2689414322376251
DDX11L1,0.2689414322376251
WASH7P,0.2689414322376251
MIR6859-1,0.2689414322376251
MIR6859-2,0.2689414322376251
MIR6859-3,0.2689414322376251
MIR6859-4,0.2689414322376251
MIR1302-2,0.2689414322376251
MIR1302-9,0.2689414322376251
MIR1302-10,0.2689414322376251
MIR1302-11,0.2689414322376251
FAM138C,0.2689414322376251
FAM138F,0.2689414322376251
FAM138A,0.2689414322376251
OR4F5,0.2689414322376251
LOC729737,0.2689414322376251
FAM138D,0.2689414322376251
LOC100132287,0.2689414322376251
LOC100132062,0.2689414322376251
OR4F16,0.2689414322376251
OR4F3,0.2689414322376251
OR4F29,0.2689414322376251
LOC101928626,0.2689414322376251
MIR6723,0.2689414322376251
LOC100133331,0.2689414322376251
LOC100288069,0.2689414322376251
LINC00115,0.2689414322376251
LINC01128,0.2689414322376251
FAM41C,0.2689414322376251
FAM87B,0.2689414322376251
SAMD11,0.2689414322376251
PERM1,0.2689414322376251
HES4,0.2689414322376251
ISG15,0.2689414322376251
KLHL17,0.2689414322376251
NOC2L,0.2689414322376251
PLEKHN1,0.2689414322376251
RNF223,0.2689414322376251
LINC01342,0.2689414322376251
MIR200B,0.2689414322376251
MIR200A,0.2689414322376251
MIR429,0.2689414322376251
C1orf159,0.2689414322376251
SDF4,0.2689414322376251
MIR6726,0.2689414322376251
TNFRSF18,0.2689414322376251
B3GALT6,0.2689414322376251
SCNN1D,0.2689414322376251
UBE2J2,0.2689414322376251
ACAP3,0.2689414322376251
TNFRSF4,0.2689414322376251
FAM132A,0.2689414322376251
CPSF3L,0.2689414322376251
MIR6727,0.2689414322376251
CPTP,0.2689414322376251
TAS1R3,0.2689414322376251
MIR6808,0.2689414322376251
MXRA8,0.2689414322376251
AURKAIP1,0.2689414322376251
CCNL2,0.2689414322376251
LOC148413,0.2689414322376251
MRPL20,0.2689414322376251
ANKRD65,0.2689414322376251
TMEM88B,0.2689414322376251
LOC102724312,0.2689414322376251
DVL1,0.2689414322376251
ATAD3C,0.2689414322376251
ATAD3B,0.2689414322376251
ATAD3A,0.2689414322376251
TMEM240,0.2689414322376251
SLC35E2B,0.2689414322376251
FNDC10,0.2689414322376251
MIB2,0.2689414322376251
MMP23A,0.2689414322376251
MMP23B,0.2689414322376251
CDK11B,0.2689414322376251
NADK,0.2689414322376251
SLC35E2,0.2689414322376251
TMEM52,0.2689414322376251
CALML6,0.2689414322376251
GABRD,0.2689414322376251
LOC105378591,0.2689414322376251
FAAP20,0.2689414322376251
SKI,0.2689414322376251
LOC100129534,0.2689414322376251
RER1,0.2689414322376251
PEX10,0.2689414322376251
PANK4,0.2689414322376251
HES5,0.2689414322376251
LOC115110,0.2689414322376251
TNFRSF14,0.2689414322376251
LOC100996583,0.2689414322376251
FAM213B,0.2689414322376251
LINC00982,0.2689414322376251
MIR4251,0.2689414322376251
ACTRT2,0.2689414322376251
ARHGEF16,0.2689414322376251
MIR551A,0.2689414322376251
WRAP73,0.2689414322376251
TPRG1L,0.2689414322376251
TP73-AS1,0.2689414322376251
CCDC27,0.2689414322376251
SMIM1,0.2689414322376251
LRRC47,0.2689414322376251
CEP104,0.2689414322376251
DFFB,0.2689414322376251
C1orf174,0.2689414322376251
LINC01134,0.2689414322376251
LINC01346,0.2689414322376251
LOC284661,0.2689414322376251
MIR4417,0.2689414322376251
MIR4689,0.2689414322376251
RPL22,0.2689414322376251
LOC102724450,0.2689414322376251
RNF207,0.2689414322376251
LINC00337,0.2689414322376251
HES3,0.2689414322376251
GPR153,0.2689414322376251
ICMT,0.2689414322376251
HES2,0.2689414322376251
PLEKHG5,0.2689414322376251
TNFRSF25,0.2689414322376251
ESPN,0.2689414322376251
MIR4252,0.2689414322376251
ZBTB48,0.2689414322376251
PHF13,0.2689414322376251
THAP3,0.2689414322376251
TAS1R1,0.2689414322376251
KLHL21,0.2689414322376251
LOC100505887,0.2689414322376251
PER3,0.2689414322376251
VAMP3,0.2689414322376251
UTS2,0.2689414322376251
PARK7,0.2689414322376251
TNFRSF9,0.2689414322376251
ERRFI1,0.2689414322376251
LOC102724539,0.2689414322376251
SLC45A1,0.2689414322376251
LOC102724552,0.2689414322376251
SNORD128,0.2689414322376251
ENO1,0.2689414322376251
MIR6728,0.2689414322376251
ENO1-AS1,0.2689414322376251
CA6,0.2689414322376251
SLC2A7,0.2689414322376251
GPR157,0.2689414322376251
MIR34A,0.2689414322376251
LOC102724571,0.2689414322376251
H6PD,0.2689414322376251
LOC100506022,0.2689414322376251
PIK3CD-AS1,0.2689414322376251
PIK3CD-AS2,0.2689414322376251
TMEM201,0.2689414322376251
CLSTN1,0.2689414322376251
LZIC,0.2689414322376251
CTNNBIP1,0.2689414322376251
RBP7,0.2689414322376251
MIR5697,0.2689414322376251
MIR1273D,0.2689414322376251
RNU6-1,0.2689414322376251
RNU6-9,0.2689414322376251
RNU6-7,0.2689414322376251
RNU6-8,0.2689414322376251
RNU6-2,0.2689414322376251
PGD,0.2689414322376251
APITD1-CORT,0.2689414322376251
CORT,0.2689414322376251
DFFA,0.2689414322376251
MHF1,0.2689414322376251
C1orf127,0.2689414322376251
TARDBP,0.2689414322376251
MASP2,0.2689414322376251
SRM,0.2689414322376251
EXOSC10,0.2689414322376251
LOC105376736,0.2689414322376251
MTOR-AS1,0.2689414322376251
ANGPTL7,0.2689414322376251
UBIAD1,0.2689414322376251
LOC101929181,0.2689414322376251
FBXO2,0.2689414322376251
FBXO44,0.2689414322376251
MAD2L2,0.2689414322376251
C1orf167,0.2689414322376251
LOC102724659,0.2689414322376251
DRAXIN,0.2689414322376251
AGTRAP,0.2689414322376251
CLCN6,0.2689414322376251
NPPA-AS1,0.2689414322376251
NPPA,0.2689414322376251
NPPB,0.2689414322376251
RNU5E-1,0.2689414322376251
KIAA2013,0.2689414322376251
MIR6729,0.2689414322376251
MIIP,0.2689414322376251
PLOD1,0.2689414322376251
MFN2,0.2689414322376251
MIR7846,0.2689414322376251
TNFRSF8,0.2689414322376251
MIR4632,0.2689414322376251
SNORA59B,0.2689414322376251
SNORA59A,0.2689414322376251
MIR6730,0.2689414322376251
AADACL4,0.2689414322376251
PRAMEF12,0.2689414322376251
PRAMEF1,0.2689414322376251
PRAMEF11,0.2689414322376251
AADACL3,0.2689414322376251
C1orf158,0.2689414322376251
HNRNPCL1,0.2689414322376251
PRAMEF2,0.2689414322376251
PRAMEF4,0.2689414322376251
PRAMEF10,0.2689414322376251
PRAMEF7,0.2689414322376251
PRAMEF6,0.2689414322376251
PRAMEF27,0.2689414322376251
HNRNPCL3,0.2689414322376251
HNRNPCL4,0.2689414322376251
PRAMEF26,0.2689414322376251
PRAMEF25,0.2689414322376251
PRAMEF36P,0.2689414322376251
PRAMEF34P,0.2689414322376251
HNRNPCL2,0.2689414322376251
PRAMEF9,0.2689414322376251
PRAMEF13,0.2689414322376251
PRAMEF18,0.2689414322376251
PRAMEF22,0.2689414322376251
PRAMEF5,0.2689414322376251
PRAMEF8,0.2689414322376251
PRAMEF33P,0.2689414322376251
PRAMEF15,0.2689414322376251
PRAMEF14,0.2689414322376251
PRAMEF17,0.2689414322376251
PRAMEF20,0.2689414322376251
PDPN,0.2689414322376251
TMEM51-AS1,0.2689414322376251
C1orf195,0.2689414322376251
CTRC,0.2689414322376251
EFHD2,0.2689414322376251
CASP9,0.2689414322376251
DNAJC16,0.2689414322376251
AGMAT,0.2689414322376251
CELA2B,0.2689414322376251
RSC1A1,0.2689414322376251
DDI2,0.2689414322376251
TMEM82,0.2689414322376251
FLJ37453,0.2689414322376251
