Epoch,Train Loss,Val Loss,Val AUROC
1,0.7038216007918846,0.684299400922927,0.5904499540863176
2,0.7011412840063979,0.6814519359984181,0.5882198609471336
3,0.6992900315581299,0.6937603774395856,0.5854650400104946
4,0.6962792927899012,0.7076728035780516,0.5843499934409025
5,0.6998454002345481,0.6945689483122393,0.5846779483143119
6,0.6971834836209693,0.6971866573122415,0.5838908566181293
7,0.6992502833284983,0.6867578229443594,0.5834973107700381
