Epoch,Train Loss,Val Loss,Val AUROC
1,0.7006729990365158,0.7034390382667982,0.5161853453052401
2,0.6996741573043772,0.7013741400861041,0.5168849735603316
3,0.7001396657486922,0.7118218590515868,0.5172195654261744
4,0.6993324311869112,0.6928475303625217,0.5173769713573635
5,0.6994494352677366,0.7100252718633367,0.517410692688572
6,0.6995348143559058,0.6937609815618105,0.5173063710437908
7,0.6990987692163033,0.7127035478356586,0.5172065177732864
8,0.6999570093693505,0.7020050133272324,0.5169419304377791
9,0.6993054029429062,0.6927603462731869,0.5166097217048838
