Epoch,Train Loss,Val Loss,Val AUROC
1,0.6997632347697467,0.6988152856639899,0.5122746072436797
2,0.6998514229011326,0.71109497422257,0.5128746794342764
3,0.6996291057277664,0.6930488600143748,0.5133630184866869
4,0.69955970948847,0.6954706347454876,0.5136767535951273
5,0.6997551895887171,0.6944248288070949,0.513766914475949
6,0.6993641990766258,0.6997016591235141,0.5139789343218502
7,0.6992771074304779,0.6940181217973904,0.5142037248001761
8,0.699465615888857,0.7149220200835101,0.514444081848203
