Gene,SPACER Score Before Training,SPACER Score After Training,Difference
MIR4503,-1.0,-0.41938239336013794,0.5806176066398621
PAX9,-1.0,-0.41938239336013794,0.5806176066398621
NKX2-8,-1.0,-0.41938239336013794,0.5806176066398621
NKX2-1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
NKX2-1,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370473,-1.0,-0.41938239336013794,0.5806176066398621
LINC00609,-1.0,-0.41938239336013794,0.5806176066398621
L3HYPDH,-1.0,-0.41938239336013794,0.5806176066398621
IPO4,-1.0,-0.41938239336013794,0.5806176066398621
GMPR2,-1.0,-0.41938239336013794,0.5806176066398621
CBLN3,-1.0,-0.41938239336013794,0.5806176066398621
FBXO33,-1.0,-0.41938239336013794,0.5806176066398621
LOC100288846,-1.0,-0.41938239336013794,0.5806176066398621
MIA2,-1.0,-0.41938239336013794,0.5806176066398621
GEMIN2,-1.0,-0.41938239336013794,0.5806176066398621
TRAPPC6B,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370457,-1.0,-0.41938239336013794,0.5806176066398621
IGBP1P1,-1.0,-0.41938239336013794,0.5806176066398621
RABGGTA,-1.0,-0.41938239336013794,0.5806176066398621
CARMIL3,-1.0,-0.41938239336013794,0.5806176066398621
DHRS4-AS1,-1.0,-0.41938239336013794,0.5806176066398621
DHRS4,-1.0,-0.41938239336013794,0.5806176066398621
DHRS2,-1.0,-0.41938239336013794,0.5806176066398621
THTPA,-1.0,-0.41938239336013794,0.5806176066398621
LOC102724814,-1.0,-0.41938239336013794,0.5806176066398621
MYH7,-1.0,-0.41938239336013794,0.5806176066398621
CMTM5,-1.0,-0.41938239336013794,0.5806176066398621
SSTR1,-1.0,-0.41938239336013794,0.5806176066398621
MIR4307HG,-1.0,-0.41938239336013794,0.5806176066398621
LOC102724890,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927062,-1.0,-0.41938239336013794,0.5806176066398621
CMA1,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927045,-1.0,-0.41938239336013794,0.5806176066398621
LOC100506071,-1.0,-0.41938239336013794,0.5806176066398621
COCH,-1.0,-0.41938239336013794,0.5806176066398621
NYNRIN,-1.0,-0.41938239336013794,0.5806176066398621
TGM1,-1.0,-0.41938239336013794,0.5806176066398621
FITM1,-1.0,-0.41938239336013794,0.5806176066398621
LTB4R2,-1.0,-0.41938239336013794,0.5806176066398621
CIDEB,-1.0,-0.41938239336013794,0.5806176066398621
NOP9,-1.0,-0.41938239336013794,0.5806176066398621
LINC00645,-1.0,-0.41938239336013794,0.5806176066398621
MIR4307,-1.0,-0.41938239336013794,0.5806176066398621
LTB4R,-1.0,-0.41938239336013794,0.5806176066398621
NEDD8-MDP1,-1.0,-0.41938239336013794,0.5806176066398621
TSSK4,-1.0,-0.41938239336013794,0.5806176066398621
MDP1,-1.0,-0.41938239336013794,0.5806176066398621
DHRS1,-1.0,-0.41938239336013794,0.5806176066398621
GOLGA8M,-1.0,-0.41938239336013794,0.5806176066398621
MIR4538,-1.0,-0.41938239336013794,0.5806176066398621
MIR4507,-1.0,-0.41938239336013794,0.5806176066398621
MIR4539,-1.0,-0.41938239336013794,0.5806176066398621
ELK2AP,-1.0,-0.41938239336013794,0.5806176066398621
MIR8071-2,-1.0,-0.41938239336013794,0.5806176066398621
MIR8071-1,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370697,-1.0,-0.41938239336013794,0.5806176066398621
NGB,-1.0,-0.41938239336013794,0.5806176066398621
TMEM121,-1.0,-0.41938239336013794,0.5806176066398621
C14orf80,-1.0,-0.41938239336013794,0.5806176066398621
LOC100507437,-1.0,-0.41938239336013794,0.5806176066398621
TEX22,-1.0,-0.41938239336013794,0.5806176066398621
MIR6765,-1.0,-0.41938239336013794,0.5806176066398621
LOC102723354,-1.0,-0.41938239336013794,0.5806176066398621
MIR4537,-1.0,-0.41938239336013794,0.5806176066398621
NF1P2,-1.0,-0.41938239336013794,0.5806176066398621
POTEB2,-1.0,-0.41938239336013794,0.5806176066398621
GABPB1,-1.0,-0.41938239336013794,0.5806176066398621
UBR1,-1.0,-0.41938239336013794,0.5806176066398621
VPS18,-1.0,-0.41938239336013794,0.5806176066398621
GPR176,-1.0,-0.41938239336013794,0.5806176066398621
C15orf41,-1.0,-0.41938239336013794,0.5806176066398621
DPH6-AS1,-1.0,-0.41938239336013794,0.5806176066398621
GOLGA8R,-1.0,-0.41938239336013794,0.5806176066398621
APBA2,-1.0,-0.41938239336013794,0.5806176066398621
FSIP1,-1.0,-0.41938239336013794,0.5806176066398621
RASGRP1,-1.0,-0.41938239336013794,0.5806176066398621
GOLGA8T,-1.0,-0.41938239336013794,0.5806176066398621
AQR,-1.0,-0.41938239336013794,0.5806176066398621
KATNBL1,-1.0,-0.41938239336013794,0.5806176066398621
P2RY4,-1.0,-0.41938239336013794,0.5806176066398621
FMN1,-1.0,-0.41938239336013794,0.5806176066398621
CHRNA7,-1.0,-0.41938239336013794,0.5806176066398621
OTUD7A,-1.0,-0.41938239336013794,0.5806176066398621
FAN1,-1.0,-0.41938239336013794,0.5806176066398621
LOC100288637,-1.0,-0.41938239336013794,0.5806176066398621
TRPM1,-1.0,-0.41938239336013794,0.5806176066398621
DPH6,-1.0,-0.41938239336013794,0.5806176066398621
CINP,-1.0,-0.41938239336013794,0.5806176066398621
C14orf2,-1.0,-0.41938239336013794,0.5806176066398621
LINC00637,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927079,-1.0,-0.41938239336013794,0.5806176066398621
LINC01193,-1.0,-0.41938239336013794,0.5806176066398621
PTPN9,-1.0,-0.41938239336013794,0.5806176066398621
ADAMTSL3,-1.0,-0.41938239336013794,0.5806176066398621
RYR3,-1.0,-0.41938239336013794,0.5806176066398621
LOC105378183,-1.0,-0.41938239336013794,0.5806176066398621
POTEB,-1.0,-0.41938239336013794,0.5806176066398621
EHD4,-1.0,-0.41938239336013794,0.5806176066398621
SMAD3,-1.0,-0.41938239336013794,0.5806176066398621
MIR5195,-1.0,-0.41938239336013794,0.5806176066398621
LINC00221,-1.0,-0.41938239336013794,0.5806176066398621
LINC00226,-1.0,-0.41938239336013794,0.5806176066398621
FAM30A,-1.0,-0.41938239336013794,0.5806176066398621
ADAM6,-1.0,-0.41938239336013794,0.5806176066398621
GABRG3,-1.0,-0.41938239336013794,0.5806176066398621
MIR485,-1.0,-0.41938239336013794,0.5806176066398621
LINC00605,-1.0,-0.41938239336013794,0.5806176066398621
NBEAP1,-1.0,-0.41938239336013794,0.5806176066398621
HERC2P3,-1.0,-0.41938239336013794,0.5806176066398621
TARSL2,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927286,-1.0,-0.41938239336013794,0.5806176066398621
MCTP2,-1.0,-0.41938239336013794,0.5806176066398621
GALK2,-1.0,-0.41938239336013794,0.5806176066398621
SLC28A1,-1.0,-0.41938239336013794,0.5806176066398621
GLCE,-1.0,-0.41938239336013794,0.5806176066398621
PIAS1,-1.0,-0.41938239336013794,0.5806176066398621
MIR4309,-1.0,-0.41938239336013794,0.5806176066398621
XRCC3,-1.0,-0.41938239336013794,0.5806176066398621
APOPT1,-1.0,-0.41938239336013794,0.5806176066398621
TRMT61A,-1.0,-0.41938239336013794,0.5806176066398621
SNORA28,-1.0,-0.41938239336013794,0.5806176066398621
MIR4710,-1.0,-0.41938239336013794,0.5806176066398621
LOC101929634,-1.0,-0.41938239336013794,0.5806176066398621
EXOC3L4,-1.0,-0.41938239336013794,0.5806176066398621
LOC107984640,-1.0,-0.41938239336013794,0.5806176066398621
LINC00677,-1.0,-0.41938239336013794,0.5806176066398621
ZFYVE21,-1.0,-0.41938239336013794,0.5806176066398621
HERC1,-1.0,-0.41938239336013794,0.5806176066398621
MGA,-1.0,-0.41938239336013794,0.5806176066398621
OIP5-AS1,-1.0,-0.41938239336013794,0.5806176066398621
INO80,-1.0,-0.41938239336013794,0.5806176066398621
KNL1,-1.0,-0.41938239336013794,0.5806176066398621
DISP2,-1.0,-0.41938239336013794,0.5806176066398621
PAK6,-1.0,-0.41938239336013794,0.5806176066398621
MYO1E,-1.0,-0.41938239336013794,0.5806176066398621
PARP16,-1.0,-0.41938239336013794,0.5806176066398621
SLC12A1,-1.0,-0.41938239336013794,0.5806176066398621
CSNK1G1,-1.0,-0.41938239336013794,0.5806176066398621
APH1B,-1.0,-0.41938239336013794,0.5806176066398621
PRTG,-1.0,-0.41938239336013794,0.5806176066398621
DYX1C1,-1.0,-0.41938239336013794,0.5806176066398621
TLN2,-1.0,-0.41938239336013794,0.5806176066398621
RORA-AS2,-1.0,-0.41938239336013794,0.5806176066398621
RORA-AS1,-1.0,-0.41938239336013794,0.5806176066398621
ICE2,-1.0,-0.41938239336013794,0.5806176066398621
FAM63B,-1.0,-0.41938239336013794,0.5806176066398621
RBPMS2,-1.0,-0.41938239336013794,0.5806176066398621
TMEM266,-1.0,-0.41938239336013794,0.5806176066398621
UBE2Q2,-1.0,-0.41938239336013794,0.5806176066398621
ULK3,-1.0,-0.41938239336013794,0.5806176066398621
ARID3B,-1.0,-0.41938239336013794,0.5806176066398621
CORO2B,-1.0,-0.41938239336013794,0.5806176066398621
MAP2K5,-1.0,-0.41938239336013794,0.5806176066398621
IQCH-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LOXL1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
REC114,-1.0,-0.41938239336013794,0.5806176066398621
PLA2G4D,-1.0,-0.41938239336013794,0.5806176066398621
LOC102723640,-1.0,-0.41938239336013794,0.5806176066398621
THSD4-AS1,-1.0,-0.41938239336013794,0.5806176066398621
BUB1B-PAK6,-1.0,-0.41938239336013794,0.5806176066398621
EIF2AK4,-1.0,-0.41938239336013794,0.5806176066398621
CATSPER2,-1.0,-0.41938239336013794,0.5806176066398621
CDAN1,-1.0,-0.41938239336013794,0.5806176066398621
TTBK2,-1.0,-0.41938239336013794,0.5806176066398621
VPS39,-1.0,-0.41938239336013794,0.5806176066398621
ZNF106,-1.0,-0.41938239336013794,0.5806176066398621
NEO1,-1.0,-0.41938239336013794,0.5806176066398621
SHC4,-1.0,-0.41938239336013794,0.5806176066398621
CEP152,-1.0,-0.41938239336013794,0.5806176066398621
GANC,-1.0,-0.41938239336013794,0.5806176066398621
MAPKBP1,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370802,-1.0,-0.41938239336013794,0.5806176066398621
SLC30A4,-1.0,-0.41938239336013794,0.5806176066398621
TERB2,-1.0,-0.41938239336013794,0.5806176066398621
SPG11,-1.0,-0.41938239336013794,0.5806176066398621
CTDSPL2,-1.0,-0.41938239336013794,0.5806176066398621
FAM81A,-1.0,-0.41938239336013794,0.5806176066398621
FAM189A1,-1.0,-0.41938239336013794,0.5806176066398621
MTFMT,-1.0,-0.41938239336013794,0.5806176066398621
MEGF11,-1.0,-0.41938239336013794,0.5806176066398621
GCOM1,-1.0,-0.41938239336013794,0.5806176066398621
MYZAP,-1.0,-0.41938239336013794,0.5806176066398621
UNC13C,-1.0,-0.41938239336013794,0.5806176066398621
PYGO1,-1.0,-0.41938239336013794,0.5806176066398621
SEMA6D,-1.0,-0.41938239336013794,0.5806176066398621
ARHGAP11A,-1.0,-0.41938239336013794,0.5806176066398621
CASC4,-1.0,-0.41938239336013794,0.5806176066398621
LOC727924,-1.0,-0.41938239336013794,0.5806176066398621
PDCD6IPP2,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928042,-1.0,-0.41938239336013794,0.5806176066398621
OCA2,-1.0,-0.41938239336013794,0.5806176066398621
GABRA5,-1.0,-0.41938239336013794,0.5806176066398621
GABRB3,-1.0,-0.41938239336013794,0.5806176066398621
LOC100128714,-1.0,-0.41938239336013794,0.5806176066398621
ATP10A,-1.0,-0.41938239336013794,0.5806176066398621
LINC01491,-1.0,-0.41938239336013794,0.5806176066398621
FAM227B,-1.0,-0.41938239336013794,0.5806176066398621
GOLGA6L22,-1.0,-0.41938239336013794,0.5806176066398621
NIPA1,-1.0,-0.41938239336013794,0.5806176066398621
WHAMMP3,-1.0,-0.41938239336013794,0.5806176066398621
HERC2P2,-1.0,-0.41938239336013794,0.5806176066398621
REREP3,-1.0,-0.41938239336013794,0.5806176066398621
TGM5,-1.0,-0.41938239336013794,0.5806176066398621
TUBGCP4,-1.0,-0.41938239336013794,0.5806176066398621
AP4E1,-1.0,-0.41938239336013794,0.5806176066398621
SLC27A2,-1.0,-0.41938239336013794,0.5806176066398621
PWRN4,-1.0,-0.41938239336013794,0.5806176066398621
TCL1B,-1.0,-0.41938239336013794,0.5806176066398621
TCL6,-1.0,-0.41938239336013794,0.5806176066398621
MIR342,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-16,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-15,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-14,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-13,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-12,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-11,-1.0,-0.41938239336013794,0.5806176066398621
MIR668,-1.0,-0.41938239336013794,0.5806176066398621
GSKIP,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-9,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-8,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-7,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-6,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-5,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-4,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-18,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-17,-1.0,-0.41938239336013794,0.5806176066398621
LOC730202,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-4,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-3,-1.0,-0.41938239336013794,0.5806176066398621
MIR329-2,-1.0,-0.41938239336013794,0.5806176066398621
MIR329-1,-1.0,-0.41938239336013794,0.5806176066398621
MIR758,-1.0,-0.41938239336013794,0.5806176066398621
MIR323A,-1.0,-0.41938239336013794,0.5806176066398621
MIR1197,-1.0,-0.41938239336013794,0.5806176066398621
MIR380,-1.0,-0.41938239336013794,0.5806176066398621
MIR300,-1.0,-0.41938239336013794,0.5806176066398621
TCL1A,-1.0,-0.41938239336013794,0.5806176066398621
MIR151B,-1.0,-0.41938239336013794,0.5806176066398621
C14orf177,-1.0,-0.41938239336013794,0.5806176066398621
LINC01550,-1.0,-0.41938239336013794,0.5806176066398621
LINC00618,-1.0,-0.41938239336013794,0.5806176066398621
MIR770,-1.0,-0.41938239336013794,0.5806176066398621
MIR2392,-1.0,-0.41938239336013794,0.5806176066398621
DLK1,-1.0,-0.41938239336013794,0.5806176066398621
BDKRB1,-1.0,-0.41938239336013794,0.5806176066398621
TUNAR,-1.0,-0.41938239336013794,0.5806176066398621
MIR376A1,-1.0,-0.41938239336013794,0.5806176066398621
ITPK1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LOC101929002,-1.0,-0.41938239336013794,0.5806176066398621
BEGAIN,-1.0,-0.41938239336013794,0.5806176066398621
SLC25A47,-1.0,-0.41938239336013794,0.5806176066398621
MIR345,-1.0,-0.41938239336013794,0.5806176066398621
MIR6764,-1.0,-0.41938239336013794,0.5806176066398621
MIR432,-1.0,-0.41938239336013794,0.5806176066398621
MIR127,-1.0,-0.41938239336013794,0.5806176066398621
MIR433,-1.0,-0.41938239336013794,0.5806176066398621
PRIMA1,-1.0,-0.41938239336013794,0.5806176066398621
ISM2,-1.0,-0.41938239336013794,0.5806176066398621
VIPAS39,-1.0,-0.41938239336013794,0.5806176066398621
SAMD15,-1.0,-0.41938239336013794,0.5806176066398621
SPATA7,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928791,-1.0,-0.41938239336013794,0.5806176066398621
LOC283585,-1.0,-0.41938239336013794,0.5806176066398621
LINC00911,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370605,-1.0,-0.41938239336013794,0.5806176066398621
MIR1260A,-1.0,-0.41938239336013794,0.5806176066398621
MIR431,-1.0,-0.41938239336013794,0.5806176066398621
COX8C,-1.0,-0.41938239336013794,0.5806176066398621
UBR7,-1.0,-0.41938239336013794,0.5806176066398621
GON7,-1.0,-0.41938239336013794,0.5806176066398621
SERPINA4,-1.0,-0.41938239336013794,0.5806176066398621
SERPINA9,-1.0,-0.41938239336013794,0.5806176066398621
SERPINA11,-1.0,-0.41938239336013794,0.5806176066398621
SERPINA6,-1.0,-0.41938239336013794,0.5806176066398621
ATXN3,-1.0,-0.41938239336013794,0.5806176066398621
SNORA11B,-1.0,-0.41938239336013794,0.5806176066398621
MOAP1,-1.0,-0.41938239336013794,0.5806176066398621
IFI27L1,-1.0,-0.41938239336013794,0.5806176066398621
MIR4506,-1.0,-0.41938239336013794,0.5806176066398621
FAM181A-AS1,-1.0,-0.41938239336013794,0.5806176066398621
FAM181A,-1.0,-0.41938239336013794,0.5806176066398621
RTL1,-1.0,-0.41938239336013794,0.5806176066398621
MIR665,-1.0,-0.41938239336013794,0.5806176066398621
MIR337,-1.0,-0.41938239336013794,0.5806176066398621
MIR493,-1.0,-0.41938239336013794,0.5806176066398621
TMEM251,-1.0,-0.41938239336013794,0.5806176066398621
C14orf159,-1.0,-0.41938239336013794,0.5806176066398621
KIF26A,-1.0,-0.41938239336013794,0.5806176066398621
MIR203B,-1.0,-0.41938239336013794,0.5806176066398621
MIR203A,-1.0,-0.41938239336013794,0.5806176066398621
RD3L,-1.0,-0.41938239336013794,0.5806176066398621
CDCA4,-1.0,-0.41938239336013794,0.5806176066398621
PLD4,-1.0,-0.41938239336013794,0.5806176066398621
MIR379,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-31,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-30,-1.0,-0.41938239336013794,0.5806176066398621
MIR543,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-28,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-27,-1.0,-0.41938239336013794,0.5806176066398621
MIR1193,-1.0,-0.41938239336013794,0.5806176066398621
MIR494,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-24,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-23,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-22,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-21,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-20,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-29,-1.0,-0.41938239336013794,0.5806176066398621
MIR134,-1.0,-0.41938239336013794,0.5806176066398621
MIR382,-1.0,-0.41938239336013794,0.5806176066398621
MIR487A,-1.0,-0.41938239336013794,0.5806176066398621
MIR655,-1.0,-0.41938239336013794,0.5806176066398621
MIR656,-1.0,-0.41938239336013794,0.5806176066398621
MIR410,-1.0,-0.41938239336013794,0.5806176066398621
MIR539,-1.0,-0.41938239336013794,0.5806176066398621
MIR487B,-1.0,-0.41938239336013794,0.5806176066398621
MIR381,-1.0,-0.41938239336013794,0.5806176066398621
ASPG,-1.0,-0.41938239336013794,0.5806176066398621
MIR1185-2,-1.0,-0.41938239336013794,0.5806176066398621
MIR1185-1,-1.0,-0.41938239336013794,0.5806176066398621
MIR154,-1.0,-0.41938239336013794,0.5806176066398621
MIR323B,-1.0,-0.41938239336013794,0.5806176066398621
LINC00638,-1.0,-0.41938239336013794,0.5806176066398621
ZBTB42,-1.0,-0.41938239336013794,0.5806176066398621
MIR544A,-1.0,-0.41938239336013794,0.5806176066398621
MIR889,-1.0,-0.41938239336013794,0.5806176066398621
C14orf180,-1.0,-0.41938239336013794,0.5806176066398621
MIR381HG,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-8,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-7,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-6,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-5,-1.0,-0.41938239336013794,0.5806176066398621
SNHG24,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-10,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-2,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-1,-1.0,-0.41938239336013794,0.5806176066398621
MIR370,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-19,-1.0,-0.41938239336013794,0.5806176066398621
MEG8,-1.0,-0.41938239336013794,0.5806176066398621
MIR136,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-3,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-2,-1.0,-0.41938239336013794,0.5806176066398621
MIR376B,-1.0,-0.41938239336013794,0.5806176066398621
MIR654,-1.0,-0.41938239336013794,0.5806176066398621
MIR376A2,-1.0,-0.41938239336013794,0.5806176066398621
MIR376C,-1.0,-0.41938239336013794,0.5806176066398621
MIR495,-1.0,-0.41938239336013794,0.5806176066398621
SNORD112,-1.0,-0.41938239336013794,0.5806176066398621
MIR299,-1.0,-0.41938239336013794,0.5806176066398621
MIR411,-1.0,-0.41938239336013794,0.5806176066398621
LINC00239,-1.0,-0.41938239336013794,0.5806176066398621
MIR1247,-1.0,-0.41938239336013794,0.5806176066398621
DIO3,-1.0,-0.41938239336013794,0.5806176066398621
LOC100507277,-1.0,-0.41938239336013794,0.5806176066398621
LINC00524,-1.0,-0.41938239336013794,0.5806176066398621
MEG9,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-26,-1.0,-0.41938239336013794,0.5806176066398621
SNORD113-9,-1.0,-0.41938239336013794,0.5806176066398621
MIR369,-1.0,-0.41938239336013794,0.5806176066398621
MIR412,-1.0,-0.41938239336013794,0.5806176066398621
MIR409,-1.0,-0.41938239336013794,0.5806176066398621
MIR541,-1.0,-0.41938239336013794,0.5806176066398621
MIR377,-1.0,-0.41938239336013794,0.5806176066398621
MIR496,-1.0,-0.41938239336013794,0.5806176066398621
ZNF839,-1.0,-0.41938239336013794,0.5806176066398621
WDR20,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-1,-1.0,-0.41938239336013794,0.5806176066398621
SNORD114-25,-1.0,-0.41938239336013794,0.5806176066398621
VPS9D1,-1.0,-0.41938239336013794,0.5806176066398621
SPATA33,-1.0,-0.41938239336013794,0.5806176066398621
IL17C,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927817,-1.0,-0.41938239336013794,0.5806176066398621
LOC100287036,-1.0,-0.41938239336013794,0.5806176066398621
LOC105371414,-1.0,-0.41938239336013794,0.5806176066398621
ZNF778,-1.0,-0.41938239336013794,0.5806176066398621
LOC400558,-1.0,-0.41938239336013794,0.5806176066398621
PGPEP1L,-1.0,-0.41938239336013794,0.5806176066398621
SLC22A31,-1.0,-0.41938239336013794,0.5806176066398621
LSM12,-1.0,-0.41938239336013794,0.5806176066398621
LOC100129697,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927793,-1.0,-0.41938239336013794,0.5806176066398621
PABPN1L,-1.0,-0.41938239336013794,0.5806176066398621
GALNS,-1.0,-0.41938239336013794,0.5806176066398621
CDT1,-1.0,-0.41938239336013794,0.5806176066398621
LOC339059,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928659,-1.0,-0.41938239336013794,0.5806176066398621
LINC00304,-1.0,-0.41938239336013794,0.5806176066398621
LOC339260,-1.0,-0.41938239336013794,0.5806176066398621
DNAH2,-1.0,-0.41938239336013794,0.5806176066398621
PITPNM3,-1.0,-0.41938239336013794,0.5806176066398621
TEKT1,-1.0,-0.41938239336013794,0.5806176066398621
LOC339166,-1.0,-0.41938239336013794,0.5806176066398621
RABEP1,-1.0,-0.41938239336013794,0.5806176066398621
SMG6,-1.0,-0.41938239336013794,0.5806176066398621
TMEM94,-1.0,-0.41938239336013794,0.5806176066398621
SNORD68,-1.0,-0.41938239336013794,0.5806176066398621
ZNF276,-1.0,-0.41938239336013794,0.5806176066398621
GAS8-AS1,-1.0,-0.41938239336013794,0.5806176066398621
GAS8,-1.0,-0.41938239336013794,0.5806176066398621
DBNDD1,-1.0,-0.41938239336013794,0.5806176066398621
CENPBD1,-1.0,-0.41938239336013794,0.5806176066398621
DEF8,-1.0,-0.41938239336013794,0.5806176066398621
MC1R,-1.0,-0.41938239336013794,0.5806176066398621
CDH15,-1.0,-0.41938239336013794,0.5806176066398621
VPS9D1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
SPATA2L,-1.0,-0.41938239336013794,0.5806176066398621
TUBB3,-1.0,-0.41938239336013794,0.5806176066398621
FOXL1,-1.0,-0.41938239336013794,0.5806176066398621
AFG3L1P,-1.0,-0.41938239336013794,0.5806176066398621
MTHFSD,-1.0,-0.41938239336013794,0.5806176066398621
LINC00917,-1.0,-0.41938239336013794,0.5806176066398621
LOC146513,-1.0,-0.41938239336013794,0.5806176066398621
LINC01082,-1.0,-0.41938239336013794,0.5806176066398621
MIR6774,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928557,-1.0,-0.41938239336013794,0.5806176066398621
EMC8,-1.0,-0.41938239336013794,0.5806176066398621
MIR4722,-1.0,-0.41938239336013794,0.5806176066398621
GINS2,-1.0,-0.41938239336013794,0.5806176066398621
MIR5093,-1.0,-0.41938239336013794,0.5806176066398621
LINC00311,-1.0,-0.41938239336013794,0.5806176066398621
FAM92B,-1.0,-0.41938239336013794,0.5806176066398621
LOC400548,-1.0,-0.41938239336013794,0.5806176066398621
ZDHHC7,-1.0,-0.41938239336013794,0.5806176066398621
SDR42E1,-1.0,-0.41938239336013794,0.5806176066398621
KLHL36,-1.0,-0.41938239336013794,0.5806176066398621
TLDC1,-1.0,-0.41938239336013794,0.5806176066398621
OSGIN1,-1.0,-0.41938239336013794,0.5806176066398621
CTU2,-1.0,-0.41938239336013794,0.5806176066398621
SNAI3-AS1,-1.0,-0.41938239336013794,0.5806176066398621
MVD,-1.0,-0.41938239336013794,0.5806176066398621
MIR5189,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928880,-1.0,-0.41938239336013794,0.5806176066398621
LOC400553,-1.0,-0.41938239336013794,0.5806176066398621
FLJ30679,-1.0,-0.41938239336013794,0.5806176066398621
CA5A,-1.0,-0.41938239336013794,0.5806176066398621
MIR6775,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928614,-1.0,-0.41938239336013794,0.5806176066398621
KLHDC4,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928737,-1.0,-0.41938239336013794,0.5806176066398621
FBXO31,-1.0,-0.41938239336013794,0.5806176066398621
MIR1910,-1.0,-0.41938239336013794,0.5806176066398621
C16orf95,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928682,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928708,-1.0,-0.41938239336013794,0.5806176066398621
LOC440390,-1.0,-0.41938239336013794,0.5806176066398621
LOC102724344,-1.0,-0.41938239336013794,0.5806176066398621
LOC102724467,-1.0,-0.41938239336013794,0.5806176066398621
TBC1D3B,-1.0,-0.41938239336013794,0.5806176066398621
TBC1D3H,-1.0,-0.41938239336013794,0.5806176066398621
DNAH9,-1.0,-0.41938239336013794,0.5806176066398621
TMEM220-AS1,-1.0,-0.41938239336013794,0.5806176066398621
GLP2R,-1.0,-0.41938239336013794,0.5806176066398621
LOC440434,-1.0,-0.41938239336013794,0.5806176066398621
LOC101060389,-1.0,-0.41938239336013794,0.5806176066398621
TBC1D3L,-1.0,-0.41938239336013794,0.5806176066398621
TBC1D3F,-1.0,-0.41938239336013794,0.5806176066398621
AKAP10,-1.0,-0.41938239336013794,0.5806176066398621
TBC1D3G,-1.0,-0.41938239336013794,0.5806176066398621
TBC1D3C,-1.0,-0.41938239336013794,0.5806176066398621
YWHAEP7,-1.0,-0.41938239336013794,0.5806176066398621
