Gene,SPACER Score Before Training,SPACER Score After Training,Difference
TMEM214,-1.0,2.7560975551605225,3.7560975551605225
MRPL3,-1.0,2.754608154296875,3.754608154296875
CDK7,-1.0,2.7506260871887207,3.7506260871887207
ZNF787,-1.0,2.7469358444213867,3.7469358444213867
RAD23B,-1.0,2.7405738830566406,3.7405738830566406
KRT18,-1.0,2.73411226272583,3.73411226272583
TMLHE,-1.0,2.7319235801696777,3.7319235801696777
STAMBP,-1.0,2.731255531311035,3.731255531311035
PLXNA3,-1.0,2.7283318042755127,3.7283318042755127
AP1G2,-1.0,2.7245430946350098,3.7245430946350098
SNHG6,-1.0,2.72296142578125,3.72296142578125
EPHB4,-1.0,2.72100830078125,3.72100830078125
MRPL24,-1.0,2.719712495803833,3.719712495803833
PTBP3,-1.0,2.7153148651123047,3.7153148651123047
EPOR,-1.0,2.714672565460205,3.714672565460205
ADIPOR2,-1.0,2.7074289321899414,3.7074289321899414
ZFAS1,-1.0,2.7044942378997803,3.7044942378997803
BCLAF1,-1.0,2.7044832706451416,3.7044832706451416
EXOC3,-1.0,2.702826976776123,3.702826976776123
RNF146,-1.0,2.702530860900879,3.702530860900879
TMOD1,-1.0,2.6969900131225586,3.6969900131225586
CCT7,-1.0,2.694983720779419,3.694983720779419
OXLD1,-1.0,2.681379556655884,3.681379556655884
MRPS7,-1.0,2.680626392364502,3.680626392364502
CBR4,-1.0,2.679323196411133,3.679323196411133
DOK5,-1.0,2.679280996322632,3.679280996322632
TRIM21,-1.0,2.678978681564331,3.678978681564331
XIST,-1.0,2.6768596172332764,3.6768596172332764
LETM1,-1.0,2.6747307777404785,3.6747307777404785
GPA33,-1.0,2.6725234985351562,3.6725234985351562
MYO5B,-1.0,2.6678731441497803,3.6678731441497803
IRX5,-1.0,2.6659915447235107,3.6659915447235107
MAST3,-1.0,2.6656272411346436,3.6656272411346436
FRG1,-1.0,2.6649909019470215,3.6649909019470215
SPATA20,-1.0,2.661198854446411,3.661198854446411
RAB43,-1.0,2.6557776927948,3.6557776927948
SNHG25,-1.0,2.6532230377197266,3.6532230377197266
SLC35B3,-1.0,2.6501662731170654,3.6501662731170654
TNS3,-1.0,2.6491496562957764,3.6491496562957764
SARS,-1.0,2.648374080657959,3.648374080657959
MATR3,-1.0,2.6481258869171143,3.6481258869171143
NELFE,-1.0,2.6419332027435303,3.6419332027435303
GPATCH2,-1.0,2.639747381210327,3.639747381210327
VPS51,-1.0,2.630887031555176,3.630887031555176
MYOF,-1.0,2.62341046333313,3.62341046333313
CAPN1,-1.0,2.615870952606201,3.615870952606201
SNHG9,-1.0,2.614062547683716,3.614062547683716
EPB41L4B,-1.0,2.6118786334991455,3.6118786334991455
CNOT1,-1.0,2.610365152359009,3.610365152359009
ZNF608,-1.0,2.6101198196411133,3.6101198196411133
GPSM2,-1.0,2.6051602363586426,3.6051602363586426
HNF4A,-1.0,2.599609851837158,3.599609851837158
TPRN,-1.0,2.597771406173706,3.597771406173706
WBP11,-1.0,2.5811736583709717,3.5811736583709717
NOL11,-1.0,2.5717930793762207,3.5717930793762207
SND1,-1.0,2.5680150985717773,3.5680150985717773
PDS5A,-1.0,2.5673797130584717,3.5673797130584717
GTPBP4,-1.0,2.566405773162842,3.566405773162842
PLCD3,-1.0,2.5652055740356445,3.5652055740356445
NUAK2,-1.0,2.5607681274414062,3.5607681274414062
TM7SF3,-1.0,2.549592971801758,3.549592971801758
IARS,-1.0,2.5490550994873047,3.5490550994873047
C10orf99,-1.0,2.5458803176879883,3.5458803176879883
MARCH6,-1.0,2.5450432300567627,3.5450432300567627
HMGCR,-1.0,2.542372226715088,3.542372226715088
DLG5,-1.0,2.5407166481018066,3.5407166481018066
KIAA1671,-1.0,2.5402302742004395,3.5402302742004395
D2HGDH,-1.0,2.538522958755493,3.538522958755493
CFI,-1.0,2.537794828414917,3.537794828414917
SNX2,-1.0,2.5354292392730713,3.5354292392730713
TRIM28,-1.0,2.5320992469787598,3.5320992469787598
RARG,-1.0,2.5293192863464355,3.5293192863464355
HSD17B12,-1.0,2.5267088413238525,3.5267088413238525
MAPK3,-1.0,2.5229172706604004,3.5229172706604004
PRKCSH,-1.0,2.5228209495544434,3.5228209495544434
FUNDC2,-1.0,2.522495746612549,3.522495746612549
PPP2R5A,-1.0,2.5191500186920166,3.5191500186920166
ADAMTS15,-1.0,2.519036293029785,3.519036293029785
MICAL3,-1.0,2.5178635120391846,3.5178635120391846
SMARCE1,-1.0,2.515610933303833,3.515610933303833
POM121,-1.0,2.5130231380462646,3.5130231380462646
PTGFRN,-1.0,2.5116381645202637,3.5116381645202637
CLN6,-1.0,2.5111358165740967,3.5111358165740967
RAD9A,-1.0,2.510772228240967,3.510772228240967
DHPS,-1.0,2.5096514225006104,3.5096514225006104
WFS1,-1.0,2.5034899711608887,3.5034899711608887
MTX2,-1.0,2.5029103755950928,3.5029103755950928
MRPL13,-1.0,2.501706600189209,3.501706600189209
SNHG19,-1.0,2.4995765686035156,3.4995765686035156
GSS,-1.0,2.493354558944702,3.493354558944702
PTPN18,-1.0,2.491377592086792,3.491377592086792
MED14,-1.0,2.4899237155914307,3.4899237155914307
ANP32A,-1.0,2.489625930786133,3.489625930786133
UBALD2,-1.0,2.4893875122070312,3.4893875122070312
MRPL42,-1.0,2.489339590072632,3.489339590072632
ZDHHC16,-1.0,2.4876763820648193,3.4876763820648193
SLC25A1,-1.0,2.4854907989501953,3.4854907989501953
FAAH,-1.0,2.4837868213653564,3.4837868213653564
BROX,-1.0,2.482447862625122,3.482447862625122
NAA60,-1.0,2.4824306964874268,3.4824306964874268
PIH1D1,-1.0,2.4822871685028076,3.4822871685028076
SIGMAR1,-1.0,2.481123447418213,3.481123447418213
PNPO,-1.0,2.479578971862793,3.479578971862793
ITFG2,-1.0,2.476558208465576,3.476558208465576
FBXW4,-1.0,2.469566583633423,3.469566583633423
EPS8L3,-1.0,2.463003396987915,3.463003396987915
RYK,-1.0,2.461786985397339,3.461786985397339
SPEG,-1.0,2.4617080688476562,3.4617080688476562
LARP7,-1.0,2.4589686393737793,3.4589686393737793
SLC7A2,-1.0,2.4572508335113525,3.4572508335113525
SLC48A1,-1.0,2.4540903568267822,3.4540903568267822
ZFC3H1,-1.0,2.451444625854492,3.451444625854492
UBE2A,-1.0,2.4478397369384766,3.4478397369384766
KRT8,-1.0,2.43243145942688,3.43243145942688
PPP2R5C,-1.0,2.431706190109253,3.431706190109253
FAM50A,-1.0,2.43070912361145,3.43070912361145
LETMD1,-1.0,2.4306960105895996,3.4306960105895996
FGFR4,-1.0,2.430460214614868,3.430460214614868
PLS1,-1.0,2.4304451942443848,3.4304451942443848
YARS,-1.0,2.429549217224121,3.429549217224121
CEACAM6,-1.0,2.429194927215576,3.429194927215576
PCYT2,-1.0,2.4285504817962646,3.4285504817962646
SS18,-1.0,2.427503824234009,3.427503824234009
UBQLN1,-1.0,2.4251725673675537,3.4251725673675537
PPFIA1,-1.0,2.4184513092041016,3.4184513092041016
TPCN1,-1.0,2.404515504837036,3.404515504837036
NSUN2,-1.0,2.399977922439575,3.399977922439575
KDSR,-1.0,2.397709608078003,3.397709608078003
TAF15,-1.0,2.397409677505493,3.397409677505493
DMXL1,-1.0,2.3960254192352295,3.3960254192352295
SREBF1,-1.0,2.395031452178955,3.395031452178955
PLEKHG5,-1.0,2.3915674686431885,3.3915674686431885
COL7A1,-1.0,2.390221118927002,3.390221118927002
USP32,-1.0,2.3882763385772705,3.3882763385772705
TMEM87B,-1.0,2.3836095333099365,3.3836095333099365
PRKCD,-1.0,2.3833069801330566,3.3833069801330566
NMD3,-1.0,2.3810296058654785,3.3810296058654785
SLC12A7,-1.0,2.380811929702759,3.380811929702759
OTUD4,-1.0,2.380589485168457,3.380589485168457
ST6GALNAC2,-1.0,2.3786966800689697,3.3786966800689697
MRPS23,-1.0,2.377490282058716,3.377490282058716
NTHL1,-1.0,2.3754842281341553,3.3754842281341553
QARS,-1.0,2.3740251064300537,3.3740251064300537
CCNB2,-1.0,2.3731393814086914,3.3731393814086914
PSMD10,-1.0,2.3726699352264404,3.3726699352264404
PCCB,-1.0,2.3706183433532715,3.3706183433532715
LSM6,-1.0,2.3689076900482178,3.3689076900482178
FNTA,-1.0,2.3663558959960938,3.3663558959960938
CHCHD7,-1.0,2.3634886741638184,3.3634886741638184
TJP2,-1.0,2.360137701034546,3.360137701034546
WBP2,-1.0,2.35937762260437,3.35937762260437
IL15,-1.0,2.3587117195129395,3.3587117195129395
TRAPPC6A,-1.0,2.3585989475250244,3.3585989475250244
RRAS2,-1.0,2.358426809310913,3.358426809310913
SUSD2,-1.0,2.3582072257995605,3.3582072257995605
PTCD3,-1.0,2.3579063415527344,3.3579063415527344
ABCF3,-1.0,2.3565268516540527,3.3565268516540527
GRK3,-1.0,2.3555562496185303,3.3555562496185303
USP3,-1.0,2.354868173599243,3.354868173599243
WDR18,-1.0,2.3502819538116455,3.3502819538116455
CEACAM5,-1.0,2.349539041519165,3.349539041519165
HOOK2,-1.0,2.34719181060791,3.34719181060791
IDH3G,-1.0,2.3468406200408936,3.3468406200408936
PFKL,-1.0,2.3462777137756348,3.3462777137756348
ERGIC2,-1.0,2.345053195953369,3.345053195953369
MTERF4,-1.0,2.3426623344421387,3.3426623344421387
TOB2,-1.0,2.336942195892334,3.336942195892334
ZNF330,-1.0,2.3359181880950928,3.3359181880950928
BMI1,-1.0,2.335803270339966,3.335803270339966
PTS,-1.0,2.3344571590423584,3.3344571590423584
H2AFV,-1.0,2.332519769668579,3.332519769668579
TNPO1,-1.0,2.3323073387145996,3.3323073387145996
ARF3,-1.0,2.3311545848846436,3.3311545848846436
GABRE,-1.0,2.330770969390869,3.330770969390869
TBRG1,-1.0,2.3307151794433594,3.3307151794433594
KLK6,-1.0,2.32734751701355,3.32734751701355
FAM136A,-1.0,2.3257029056549072,3.3257029056549072
PSMD6,-1.0,2.3249363899230957,3.3249363899230957
ENC1,-1.0,2.324660062789917,3.324660062789917
SNHG17,-1.0,2.324352264404297,3.324352264404297
MSL2,-1.0,2.322360038757324,3.322360038757324
DNASE2,-1.0,2.321274995803833,3.321274995803833
ERCC6,-1.0,2.3189949989318848,3.3189949989318848
WDR11,-1.0,2.314563751220703,3.314563751220703
PTGS1,-1.0,2.313765525817871,3.313765525817871
RNF123,-1.0,2.3129327297210693,3.3129327297210693
MET,-1.0,2.3124196529388428,3.3124196529388428
ARL1,-1.0,2.311458110809326,3.311458110809326
DDX41,-1.0,2.308130979537964,3.308130979537964
TTC39C,-1.0,2.306682586669922,3.306682586669922
SMIM4,-1.0,2.304480791091919,3.304480791091919
TMEM208,-1.0,2.3040378093719482,3.3040378093719482
ACSS2,-1.0,2.303145408630371,3.303145408630371
DDX11,-1.0,2.2994840145111084,3.2994840145111084
CREB3L2,-1.0,2.2988369464874268,3.2988369464874268
RBM12,-1.0,2.2987060546875,3.2987060546875
TRIOBP,-1.0,2.29750394821167,3.29750394821167
NOLC1,-1.0,2.2971858978271484,3.2971858978271484
NPEPPS,-1.0,2.297057867050171,3.297057867050171
LGR6,-1.0,2.295713186264038,3.295713186264038
PLBD1,-1.0,2.295196294784546,3.295196294784546
VMA21,-1.0,2.2943291664123535,3.2943291664123535
AP1M2,-1.0,2.294023036956787,3.294023036956787
EFR3A,-1.0,2.293095350265503,3.293095350265503
NAPA,-1.0,2.2889511585235596,3.2889511585235596
ERP44,-1.0,2.287457227706909,3.287457227706909
TCP1,-1.0,2.28716778755188,3.28716778755188
TMX2,-1.0,2.2811708450317383,3.2811708450317383
COQ8A,-1.0,2.2808151245117188,3.2808151245117188
NUP210,-1.0,2.2806503772735596,3.2806503772735596
PRR15L,-1.0,2.276254177093506,3.276254177093506
ESRP1,-1.0,2.272860527038574,3.272860527038574
SLC5A6,-1.0,2.271524667739868,3.271524667739868
MMGT1,-1.0,2.270890235900879,3.270890235900879
SLC39A5,-1.0,2.2706656455993652,3.2706656455993652
SLC5A1,-1.0,2.2670233249664307,3.2670233249664307
KLK7,-1.0,2.2652416229248047,3.2652416229248047
KLHL24,-1.0,2.2648732662200928,3.2648732662200928
MUC20,-1.0,2.263206958770752,3.263206958770752
FCHO2,-1.0,2.262218952178955,3.262218952178955
SLC33A1,-1.0,2.262000799179077,3.262000799179077
ST6GALNAC5,-1.0,2.2611494064331055,3.2611494064331055
PSMA6,-1.0,2.2609190940856934,3.2609190940856934
NDUFA9,-1.0,2.260570526123047,3.260570526123047
P4HTM,-1.0,2.2582459449768066,3.2582459449768066
MPZL1,-1.0,2.257673501968384,3.257673501968384
USP16,-1.0,2.2557451725006104,3.2557451725006104
SZT2,-1.0,2.2557122707366943,3.2557122707366943
IDS,-1.0,2.2553417682647705,3.2553417682647705
SERINC5,-1.0,2.245112419128418,3.245112419128418
FERMT1,-1.0,2.2440788745880127,3.2440788745880127
NFX1,-1.0,2.243363380432129,3.243363380432129
EPS8L1,-1.0,2.2431533336639404,3.2431533336639404
CS,-1.0,2.242474317550659,3.242474317550659
TTC37,-1.0,2.2422497272491455,3.2422497272491455
TMPRSS3,-1.0,2.241809606552124,3.241809606552124
NUP62,-1.0,2.238586187362671,3.238586187362671
TIMM17A,-1.0,2.2383902072906494,3.2383902072906494
TRAF5,-1.0,2.238161563873291,3.238161563873291
APPL1,-1.0,2.237485408782959,3.237485408782959
ALG13,-1.0,2.2356936931610107,3.2356936931610107
TEX261,-1.0,2.232560634613037,3.232560634613037
PPL,-1.0,2.2291204929351807,3.2291204929351807
FAM53B,-1.0,2.228834629058838,3.228834629058838
STAT6,-1.0,2.228344678878784,3.228344678878784
TRAK1,-1.0,2.2276294231414795,3.2276294231414795
TMPRSS4,-1.0,2.2274439334869385,3.2274439334869385
CEBPG,-1.0,2.2251689434051514,3.2251689434051514
LPIN3,-1.0,2.224651336669922,3.224651336669922
TTLL3,-1.0,2.2235469818115234,3.2235469818115234
UGT8,-1.0,2.223423480987549,3.223423480987549
PTK6,-1.0,2.2201337814331055,3.2201337814331055
LYPLA1,-1.0,2.218189239501953,3.218189239501953
UTP3,-1.0,2.217452049255371,3.217452049255371
NES,-1.0,2.2172353267669678,3.2172353267669678
ABHD17A,-1.0,2.2157084941864014,3.2157084941864014
ARMCX2,-1.0,2.2154793739318848,3.2154793739318848
ZFR,-1.0,2.215449094772339,3.215449094772339
SETD2,-1.0,2.2119317054748535,3.2119317054748535
UBE3A,-1.0,2.2103805541992188,3.2103805541992188
CERCAM,-1.0,2.2097244262695312,3.2097244262695312
MICA,-1.0,2.207798957824707,3.207798957824707
MAGT1,-1.0,2.2062039375305176,3.2062039375305176
MRPL38,-1.0,2.2043092250823975,3.2043092250823975
ATAD1,-1.0,2.203127145767212,3.203127145767212
KPNA2,-1.0,2.2028863430023193,3.2028863430023193
ASPSCR1,-1.0,2.201864004135132,3.201864004135132
ACTL6A,-1.0,2.1973421573638916,3.1973421573638916
WWP1,-1.0,2.193861722946167,3.193861722946167
C1orf116,-1.0,2.1908016204833984,3.1908016204833984
ITGA3,-1.0,2.189770221710205,3.189770221710205
PGRMC2,-1.0,2.1836678981781006,3.1836678981781006
CCAR1,-1.0,2.1823043823242188,3.1823043823242188
SMG7,-1.0,2.1821744441986084,3.1821744441986084
SSBP4,-1.0,2.178161859512329,3.178161859512329
NT5C,-1.0,2.178114175796509,3.178114175796509
RAB5A,-1.0,2.178046941757202,3.178046941757202
TMED1,-1.0,2.1768829822540283,3.1768829822540283
TARBP2,-1.0,2.176506996154785,3.176506996154785
CLCF1,-1.0,2.1754167079925537,3.1754167079925537
OLA1,-1.0,2.1753218173980713,3.1753218173980713
ADAM10,-1.0,2.17509126663208,3.17509126663208
TBCD,-1.0,2.1724953651428223,3.1724953651428223
HSBP1L1,-1.0,2.1704206466674805,3.1704206466674805
PSMG2,-1.0,2.169032573699951,3.169032573699951
BTAF1,-1.0,2.169017791748047,3.169017791748047
SCAMP2,-1.0,2.166597366333008,3.166597366333008
MIR4458HG,-1.0,2.16622257232666,3.16622257232666
NISCH,-1.0,2.1657965183258057,3.1657965183258057
MED13,-1.0,2.1657180786132812,3.1657180786132812
SGTA,-1.0,2.16294002532959,3.16294002532959
PARVA,-1.0,2.1623518466949463,3.1623518466949463
ZNF266,-1.0,2.1591641902923584,3.1591641902923584
COASY,-1.0,2.158454418182373,3.158454418182373
MAPK8IP3,-1.0,2.154552459716797,3.154552459716797
TMEM184C,-1.0,2.1545166969299316,3.1545166969299316
DCAF5,-1.0,2.1544504165649414,3.1544504165649414
RALA,-1.0,2.152682304382324,3.152682304382324
MRPS26,-1.0,2.1499075889587402,3.1499075889587402
NORAD,-1.0,2.147188425064087,3.147188425064087
GPR160,-1.0,2.1470212936401367,3.1470212936401367
TESK1,-1.0,2.145676612854004,3.145676612854004
TBC1D7,-1.0,2.145397424697876,3.145397424697876
R3HDM4,-1.0,2.14523983001709,3.14523983001709
ARFIP1,-1.0,2.144821882247925,3.144821882247925
MAT2B,-1.0,2.1402297019958496,3.1402297019958496
MARS,-1.0,2.1382334232330322,3.1382334232330322
NASP,-1.0,2.1268420219421387,3.1268420219421387
DTX2,-1.0,2.1266486644744873,3.1266486644744873
FARSB,-1.0,2.1234021186828613,3.1234021186828613
MED15,-1.0,2.1223108768463135,3.1223108768463135
PIEZO1,-1.0,2.120393991470337,3.120393991470337
IHH,-1.0,2.1197471618652344,3.1197471618652344
OSBPL10,-1.0,2.1177194118499756,3.1177194118499756
ABR,-1.0,2.1172971725463867,3.1172971725463867
EPB41L1,-1.0,2.1167330741882324,3.1167330741882324
ESPN,-1.0,2.1140928268432617,3.1140928268432617
ADGRG1,-1.0,2.113525867462158,3.113525867462158
PDE4DIP,-1.0,2.11328387260437,3.11328387260437
CNOT7,-1.0,2.1105806827545166,3.1105806827545166
PRSS21,-1.0,2.1089987754821777,3.1089987754821777
PPP1R14D,-1.0,2.1088149547576904,3.1088149547576904
POFUT1,-1.0,2.107515811920166,3.107515811920166
AJUBA,-1.0,2.106809139251709,3.106809139251709
CHCHD1,-1.0,2.1049420833587646,3.1049420833587646
KIFC2,-1.0,2.1045663356781006,3.1045663356781006
RPN1,-1.0,2.1026089191436768,3.1026089191436768
HIST1H4B,-1.0,2.1017446517944336,3.1017446517944336
TARDBP,-1.0,2.0994975566864014,3.0994975566864014
SLC35F2,-1.0,2.0980701446533203,3.0980701446533203
TYSND1,-1.0,2.0975182056427,3.0975182056427
ZNF317,-1.0,2.0959062576293945,3.0959062576293945
RANBP2,-1.0,2.0945310592651367,3.0945310592651367
POLRMT,-1.0,2.0934267044067383,3.0934267044067383
SLC7A1,-1.0,2.0874063968658447,3.0874063968658447
ZNF562,-1.0,2.0844569206237793,3.0844569206237793
PKD1,-1.0,2.0823543071746826,3.0823543071746826
BAIAP2,-1.0,2.0807294845581055,3.0807294845581055
MRPL36,-1.0,2.0795161724090576,3.0795161724090576
TEX264,-1.0,2.0786170959472656,3.0786170959472656
SLC30A6,-1.0,2.077503204345703,3.077503204345703
CEACAM1,-1.0,2.0765609741210938,3.0765609741210938
WDR34,-1.0,2.075202703475952,3.075202703475952
UBE4A,-1.0,2.072615146636963,3.072615146636963
YTHDF3,-1.0,2.0701310634613037,3.0701310634613037
SAE1,-1.0,2.067021608352661,3.067021608352661
ETV6,-1.0,2.065476417541504,3.065476417541504
TUBGCP2,-1.0,2.065061092376709,3.065061092376709
PJA2,-1.0,2.0644757747650146,3.0644757747650146
ATL3,-1.0,2.064331293106079,3.064331293106079
TSPAN6,-1.0,2.060127019882202,3.060127019882202
MTA3,-1.0,2.057594060897827,3.057594060897827
LSS,-1.0,2.0539417266845703,3.0539417266845703
H6PD,-1.0,2.052164077758789,3.052164077758789
VASN,-1.0,2.052133560180664,3.052133560180664
SLC25A38,-1.0,2.0518996715545654,3.0518996715545654
MUC12,-1.0,2.050593376159668,3.050593376159668
ANO6,-1.0,2.0485596656799316,3.0485596656799316
CYB5R1,-1.0,2.043789863586426,3.043789863586426
NPNT,-1.0,2.0420212745666504,3.0420212745666504
MMS19,-1.0,2.0381245613098145,3.0381245613098145
EIF4G1,-1.0,2.037116050720215,3.037116050720215
REEP4,-1.0,2.036940574645996,3.036940574645996
UBE2M,-1.0,2.0353400707244873,3.0353400707244873
RARS,-1.0,2.0349478721618652,3.0349478721618652
PFKM,-1.0,2.0343973636627197,3.0343973636627197
PES1,-1.0,2.0314714908599854,3.0314714908599854
SREBF2,-1.0,2.031085968017578,3.031085968017578
POF1B,-1.0,2.0272977352142334,3.0272977352142334
VPS4A,-1.0,2.0272598266601562,3.0272598266601562
SLC2A8,-1.0,2.0263001918792725,3.0263001918792725
TMEM97,-1.0,2.0253145694732666,3.0253145694732666
AZIN1,-1.0,2.0242507457733154,3.0242507457733154
H2AFJ,-1.0,2.0223965644836426,3.0223965644836426
UNC93B1,-1.0,2.02205228805542,3.02205228805542
CYP4B1,-1.0,2.0217530727386475,3.0217530727386475
MCFD2,-1.0,2.0190608501434326,3.0190608501434326
DGCR8,-1.0,2.0188424587249756,3.0188424587249756
ZNF561,-1.0,2.018716335296631,3.018716335296631
DDX1,-1.0,2.016824960708618,3.016824960708618
OXTR,-1.0,2.007284641265869,3.007284641265869
BRCC3,-1.0,2.007181167602539,3.007181167602539
MRPL43,-1.0,2.006289005279541,3.006289005279541
PACS2,-1.0,2.0061371326446533,3.0061371326446533
NIPA2,-1.0,2.001739263534546,3.001739263534546
ATP8B1,-1.0,1.998792052268982,2.998792052268982
GPC4,-1.0,1.9984251260757446,2.9984251260757446
LAMTOR3,-1.0,1.9973437786102295,2.9973437786102295
NAGK,-1.0,1.9966524839401245,2.9966524839401245
