Gene,SPACER Score Before Training,SPACER Score After Training,Difference
GXYLT1,-1.0,-0.27456769347190857,0.7254323065280914
MIR3665,-1.0,-0.27456769347190857,0.7254323065280914
MTUS2-AS1,-1.0,-0.27456769347190857,0.7254323065280914
ALG10B,-1.0,-0.27456769347190857,0.7254323065280914
SLITRK5,-1.0,-0.27456769347190857,0.7254323065280914
REP15,-1.0,-0.27456769347190857,0.7254323065280914
SMCO2,-1.0,-0.27456769347190857,0.7254323065280914
LINC00397,-1.0,-0.27456769347190857,0.7254323065280914
LINC00433,-1.0,-0.27456769347190857,0.7254323065280914
C12orf71,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369723,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927038,-1.0,-0.27456769347190857,0.7254323065280914
LMO7DN,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369738,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927058,-1.0,-0.27456769347190857,0.7254323065280914
LMO7DN-IT1,-1.0,-0.27456769347190857,0.7254323065280914
LINC01080,-1.0,-0.27456769347190857,0.7254323065280914
RPAP3,-1.0,-0.27456769347190857,0.7254323065280914
ALG10,-1.0,-0.27456769347190857,0.7254323065280914
FLJ13224,-1.0,-0.27456769347190857,0.7254323065280914
LINC00564,-1.0,-0.27456769347190857,0.7254323065280914
YARS2,-1.0,-0.27456769347190857,0.7254323065280914
PLBD1-AS1,-1.0,-0.27456769347190857,0.7254323065280914
SLITRK1,-1.0,-0.27456769347190857,0.7254323065280914
FAM234B,-1.0,-0.27456769347190857,0.7254323065280914
SNORA107,-1.0,-0.27456769347190857,0.7254323065280914
GSG1,-1.0,-0.27456769347190857,0.7254323065280914
HTR7P1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00377,-1.0,-0.27456769347190857,0.7254323065280914
LINC01038,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R7,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R10,-1.0,-0.27456769347190857,0.7254323065280914
LINC00382,-1.0,-0.27456769347190857,0.7254323065280914
PRR4,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928162,-1.0,-0.27456769347190857,0.7254323065280914
MIR3974,-1.0,-0.27456769347190857,0.7254323065280914
LINC00560,-1.0,-0.27456769347190857,0.7254323065280914
LINC00477,-1.0,-0.27456769347190857,0.7254323065280914
MIR5007,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928471,-1.0,-0.27456769347190857,0.7254323065280914
PRR20B,-1.0,-0.27456769347190857,0.7254323065280914
MIR920,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928441,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369691,-1.0,-0.27456769347190857,0.7254323065280914
HIST4H4,-1.0,-0.27456769347190857,0.7254323065280914
C12orf77,-1.0,-0.27456769347190857,0.7254323065280914
H3F3C,-1.0,-0.27456769347190857,0.7254323065280914
ETFBKMT,-1.0,-0.27456769347190857,0.7254323065280914
DENND5B-AS1,-1.0,-0.27456769347190857,0.7254323065280914
RASSF8-AS1,-1.0,-0.27456769347190857,0.7254323065280914
MIR4302,-1.0,-0.27456769347190857,0.7254323065280914
ETFRF1,-1.0,-0.27456769347190857,0.7254323065280914
KRAS,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R9,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506606,-1.0,-0.27456769347190857,0.7254323065280914
PTHLH,-1.0,-0.27456769347190857,0.7254323065280914
MANSC4,-1.0,-0.27456769347190857,0.7254323065280914
GYS2,-1.0,-0.27456769347190857,0.7254323065280914
LINC01047,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R50,-1.0,-0.27456769347190857,0.7254323065280914
LINC01040,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R8,-1.0,-0.27456769347190857,0.7254323065280914
OVCH1-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00347,-1.0,-0.27456769347190857,0.7254323065280914
LINC01078,-1.0,-0.27456769347190857,0.7254323065280914
DNAJC22,-1.0,-0.27456769347190857,0.7254323065280914
PRPH,-1.0,-0.27456769347190857,0.7254323065280914
MIR4701,-1.0,-0.27456769347190857,0.7254323065280914
CTAGE11P,-1.0,-0.27456769347190857,0.7254323065280914
ADCY6,-1.0,-0.27456769347190857,0.7254323065280914
LINC01068,-1.0,-0.27456769347190857,0.7254323065280914
SNORA2B,-1.0,-0.27456769347190857,0.7254323065280914
SNORA2A,-1.0,-0.27456769347190857,0.7254323065280914
MIR1291,-1.0,-0.27456769347190857,0.7254323065280914
SNORA2C,-1.0,-0.27456769347190857,0.7254323065280914
WNT10B,-1.0,-0.27456769347190857,0.7254323065280914
OR7E156P,-1.0,-0.27456769347190857,0.7254323065280914
ANP32D,-1.0,-0.27456769347190857,0.7254323065280914
H1FNT,-1.0,-0.27456769347190857,0.7254323065280914
CCNT1,-1.0,-0.27456769347190857,0.7254323065280914
DBX2,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927267,-1.0,-0.27456769347190857,0.7254323065280914
LINC00374,-1.0,-0.27456769347190857,0.7254323065280914
DHH,-1.0,-0.27456769347190857,0.7254323065280914
RHEBL1,-1.0,-0.27456769347190857,0.7254323065280914
LMBR1L,-1.0,-0.27456769347190857,0.7254323065280914
DIAPH3-AS2,-1.0,-0.27456769347190857,0.7254323065280914
LINC00381,-1.0,-0.27456769347190857,0.7254323065280914
LINC00392,-1.0,-0.27456769347190857,0.7254323065280914
BCDIN3D-AS1,-1.0,-0.27456769347190857,0.7254323065280914
PRKAG1,-1.0,-0.27456769347190857,0.7254323065280914
DDN,-1.0,-0.27456769347190857,0.7254323065280914
WNT1,-1.0,-0.27456769347190857,0.7254323065280914
CCDC65,-1.0,-0.27456769347190857,0.7254323065280914
RND1,-1.0,-0.27456769347190857,0.7254323065280914
CACNB3,-1.0,-0.27456769347190857,0.7254323065280914
BCDIN3D,-1.0,-0.27456769347190857,0.7254323065280914
MIR16-1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00938,-1.0,-0.27456769347190857,0.7254323065280914
MIR15A,-1.0,-0.27456769347190857,0.7254323065280914
ST13P4,-1.0,-0.27456769347190857,0.7254323065280914
CCDC184,-1.0,-0.27456769347190857,0.7254323065280914
DLEU1-AS1,-1.0,-0.27456769347190857,0.7254323065280914
MIR6505,-1.0,-0.27456769347190857,0.7254323065280914
ZNF641,-1.0,-0.27456769347190857,0.7254323065280914
DIS3,-1.0,-0.27456769347190857,0.7254323065280914
LINC00446,-1.0,-0.27456769347190857,0.7254323065280914
PUS7L,-1.0,-0.27456769347190857,0.7254323065280914
POU4F1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00331,-1.0,-0.27456769347190857,0.7254323065280914
RBM26-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369739,-1.0,-0.27456769347190857,0.7254323065280914
NDFIP2-AS1,-1.0,-0.27456769347190857,0.7254323065280914
MZT1,-1.0,-0.27456769347190857,0.7254323065280914
OR10AD1,-1.0,-0.27456769347190857,0.7254323065280914
MED21,-1.0,-0.27456769347190857,0.7254323065280914
ASUN,-1.0,-0.27456769347190857,0.7254323065280914
LINC01052,-1.0,-0.27456769347190857,0.7254323065280914
RASSF8,-1.0,-0.27456769347190857,0.7254323065280914
ASB8,-1.0,-0.27456769347190857,0.7254323065280914
COL2A1,-1.0,-0.27456769347190857,0.7254323065280914
MIR3613,-1.0,-0.27456769347190857,0.7254323065280914
AMIGO2,-1.0,-0.27456769347190857,0.7254323065280914
KANSL2,-1.0,-0.27456769347190857,0.7254323065280914
OR8S1,-1.0,-0.27456769347190857,0.7254323065280914
LALBA,-1.0,-0.27456769347190857,0.7254323065280914
C12orf54,-1.0,-0.27456769347190857,0.7254323065280914
MIR4494,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369747,-1.0,-0.27456769347190857,0.7254323065280914
MIR4698,-1.0,-0.27456769347190857,0.7254323065280914
KCNRG,-1.0,-0.27456769347190857,0.7254323065280914
VDR,-1.0,-0.27456769347190857,0.7254323065280914
LOC374443,-1.0,-0.27456769347190857,0.7254323065280914
MIR18A,-1.0,-0.27456769347190857,0.7254323065280914
DNAJC3-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928030,-1.0,-0.27456769347190857,0.7254323065280914
MIR4501,-1.0,-0.27456769347190857,0.7254323065280914
LOC101930452,-1.0,-0.27456769347190857,0.7254323065280914
LINC00987,-1.0,-0.27456769347190857,0.7254323065280914
PRR20C,-1.0,-0.27456769347190857,0.7254323065280914
LINC00359,-1.0,-0.27456769347190857,0.7254323065280914
TMEM52B,-1.0,-0.27456769347190857,0.7254323065280914
WFDC6,-1.0,-0.27456769347190857,0.7254323065280914
SPINT3,-1.0,-0.27456769347190857,0.7254323065280914
MIR6812,-1.0,-0.27456769347190857,0.7254323065280914
LINC00456,-1.0,-0.27456769347190857,0.7254323065280914
SPINT4,-1.0,-0.27456769347190857,0.7254323065280914
MIR3617,-1.0,-0.27456769347190857,0.7254323065280914
LINC00612,-1.0,-0.27456769347190857,0.7254323065280914
KLRC4,-1.0,-0.27456769347190857,0.7254323065280914
KLRC4-KLRK1,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928100,-1.0,-0.27456769347190857,0.7254323065280914
RNU7-1,-1.0,-0.27456769347190857,0.7254323065280914
SOX21-AS1,-1.0,-0.27456769347190857,0.7254323065280914
CLEC1B,-1.0,-0.27456769347190857,0.7254323065280914
SOX21,-1.0,-0.27456769347190857,0.7254323065280914
CLECL1,-1.0,-0.27456769347190857,0.7254323065280914
LOC102724020,-1.0,-0.27456769347190857,0.7254323065280914
LINC00557,-1.0,-0.27456769347190857,0.7254323065280914
MIR17,-1.0,-0.27456769347190857,0.7254323065280914
CLEC12B,-1.0,-0.27456769347190857,0.7254323065280914
LOC400002,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506159,-1.0,-0.27456769347190857,0.7254323065280914
KLRF2,-1.0,-0.27456769347190857,0.7254323065280914
MAGOHB,-1.0,-0.27456769347190857,0.7254323065280914
CLEC9A,-1.0,-0.27456769347190857,0.7254323065280914
POU5F1P3,-1.0,-0.27456769347190857,0.7254323065280914
NECAP1,-1.0,-0.27456769347190857,0.7254323065280914
MIR200C,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369635,-1.0,-0.27456769347190857,0.7254323065280914
BTF3P11,-1.0,-0.27456769347190857,0.7254323065280914
DSTNP2,-1.0,-0.27456769347190857,0.7254323065280914
ACOD1,-1.0,-0.27456769347190857,0.7254323065280914
WFDC13,-1.0,-0.27456769347190857,0.7254323065280914
APOBEC1,-1.0,-0.27456769347190857,0.7254323065280914
DPPA3,-1.0,-0.27456769347190857,0.7254323065280914
ACSM4,-1.0,-0.27456769347190857,0.7254323065280914
AKAP3,-1.0,-0.27456769347190857,0.7254323065280914
FBXL3,-1.0,-0.27456769347190857,0.7254323065280914
MYCBP2-AS1,-1.0,-0.27456769347190857,0.7254323065280914
DYRK4,-1.0,-0.27456769347190857,0.7254323065280914
SCEL-AS1,-1.0,-0.27456769347190857,0.7254323065280914
CLN5,-1.0,-0.27456769347190857,0.7254323065280914
WFDC10B,-1.0,-0.27456769347190857,0.7254323065280914
FOXJ2,-1.0,-0.27456769347190857,0.7254323065280914
RAP2A,-1.0,-0.27456769347190857,0.7254323065280914
NANOG,-1.0,-0.27456769347190857,0.7254323065280914
NANOGNB,-1.0,-0.27456769347190857,0.7254323065280914
GDF3,-1.0,-0.27456769347190857,0.7254323065280914
WFDC10A,-1.0,-0.27456769347190857,0.7254323065280914
WFDC8,-1.0,-0.27456769347190857,0.7254323065280914
ZNF705A,-1.0,-0.27456769347190857,0.7254323065280914
EPPIN-WFDC6,-1.0,-0.27456769347190857,0.7254323065280914
RBP5,-1.0,-0.27456769347190857,0.7254323065280914
GPC5-AS1,-1.0,-0.27456769347190857,0.7254323065280914
C1RL-AS1,-1.0,-0.27456769347190857,0.7254323065280914
C1RL,-1.0,-0.27456769347190857,0.7254323065280914
LINC00363,-1.0,-0.27456769347190857,0.7254323065280914
LPCAT3,-1.0,-0.27456769347190857,0.7254323065280914
FAM90A1,-1.0,-0.27456769347190857,0.7254323065280914
EPPIN,-1.0,-0.27456769347190857,0.7254323065280914
AICDA,-1.0,-0.27456769347190857,0.7254323065280914
CLEC4E,-1.0,-0.27456769347190857,0.7254323065280914
CLEC6A,-1.0,-0.27456769347190857,0.7254323065280914
FAM66C,-1.0,-0.27456769347190857,0.7254323065280914
LINC00430,-1.0,-0.27456769347190857,0.7254323065280914
MIR4500,-1.0,-0.27456769347190857,0.7254323065280914
FAM86FP,-1.0,-0.27456769347190857,0.7254323065280914
KLRC3,-1.0,-0.27456769347190857,0.7254323065280914
CLEC2A,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R30,-1.0,-0.27456769347190857,0.7254323065280914
RPL13AP20,-1.0,-0.27456769347190857,0.7254323065280914
DDX47,-1.0,-0.27456769347190857,0.7254323065280914
MIR613,-1.0,-0.27456769347190857,0.7254323065280914
GPR19,-1.0,-0.27456769347190857,0.7254323065280914
LOH12CR2,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R13,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927905,-1.0,-0.27456769347190857,0.7254323065280914
SPX,-1.0,-0.27456769347190857,0.7254323065280914
GOLT1B,-1.0,-0.27456769347190857,0.7254323065280914
PYROXD1,-1.0,-0.27456769347190857,0.7254323065280914
SLCO1B7,-1.0,-0.27456769347190857,0.7254323065280914
PLCZ1,-1.0,-0.27456769347190857,0.7254323065280914
PRR20D,-1.0,-0.27456769347190857,0.7254323065280914
CAPZA3,-1.0,-0.27456769347190857,0.7254323065280914
PRR20A,-1.0,-0.27456769347190857,0.7254323065280914
GPRC5D,-1.0,-0.27456769347190857,0.7254323065280914
MIR614,-1.0,-0.27456769347190857,0.7254323065280914
SKP1P2,-1.0,-0.27456769347190857,0.7254323065280914
RERG-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LINC01489,-1.0,-0.27456769347190857,0.7254323065280914
PDE6H,-1.0,-0.27456769347190857,0.7254323065280914
PRR20E,-1.0,-0.27456769347190857,0.7254323065280914
A2ML1,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506314,-1.0,-0.27456769347190857,0.7254323065280914
PRH2,-1.0,-0.27456769347190857,0.7254323065280914
GPC6-AS1,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R14,-1.0,-0.27456769347190857,0.7254323065280914
LRRC23,-1.0,-0.27456769347190857,0.7254323065280914
RPL13P5,-1.0,-0.27456769347190857,0.7254323065280914
TGDS,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369632,-1.0,-0.27456769347190857,0.7254323065280914
MIR19A,-1.0,-0.27456769347190857,0.7254323065280914
GNB3,-1.0,-0.27456769347190857,0.7254323065280914
P3H3,-1.0,-0.27456769347190857,0.7254323065280914
SCARNA12,-1.0,-0.27456769347190857,0.7254323065280914
MIR141,-1.0,-0.27456769347190857,0.7254323065280914
KLRA1P,-1.0,-0.27456769347190857,0.7254323065280914
KLRC1,-1.0,-0.27456769347190857,0.7254323065280914
KLRC2,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927248,-1.0,-0.27456769347190857,0.7254323065280914
SPSB2,-1.0,-0.27456769347190857,0.7254323065280914
MIR20A,-1.0,-0.27456769347190857,0.7254323065280914
BCL2L14,-1.0,-0.27456769347190857,0.7254323065280914
LINC01252,-1.0,-0.27456769347190857,0.7254323065280914
PRB2,-1.0,-0.27456769347190857,0.7254323065280914
PRB1,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R42,-1.0,-0.27456769347190857,0.7254323065280914
MIR19B1,-1.0,-0.27456769347190857,0.7254323065280914
MIR92A1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00559,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R43,-1.0,-0.27456769347190857,0.7254323065280914
GPC5-AS2,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R46,-1.0,-0.27456769347190857,0.7254323065280914
MIR548AS,-1.0,-0.27456769347190857,0.7254323065280914
LINC00353,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R19,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R31,-1.0,-0.27456769347190857,0.7254323065280914
TAS2R20,-1.0,-0.27456769347190857,0.7254323065280914
STYK1,-1.0,-0.27456769347190857,0.7254323065280914
MIP,-1.0,-0.27456769347190857,0.7254323065280914
KPNA3,-1.0,-0.27456769347190857,0.7254323065280914
IL23A,-1.0,-0.27456769347190857,0.7254323065280914
COQ10A,-1.0,-0.27456769347190857,0.7254323065280914
ATP23,-1.0,-0.27456769347190857,0.7254323065280914
MIR26A2,-1.0,-0.27456769347190857,0.7254323065280914
METTL1,-1.0,-0.27456769347190857,0.7254323065280914
RACGAP1P,-1.0,-0.27456769347190857,0.7254323065280914
MIR548C,-1.0,-0.27456769347190857,0.7254323065280914
MIR1260B,-1.0,-0.27456769347190857,0.7254323065280914
SPRYD7,-1.0,-0.27456769347190857,0.7254323065280914
C12orf66,-1.0,-0.27456769347190857,0.7254323065280914
TMEM5-AS1,-1.0,-0.27456769347190857,0.7254323065280914
SUOX,-1.0,-0.27456769347190857,0.7254323065280914
LINC01198,-1.0,-0.27456769347190857,0.7254323065280914
HTR2A,-1.0,-0.27456769347190857,0.7254323065280914
METTL21B,-1.0,-0.27456769347190857,0.7254323065280914
SDR9C7,-1.0,-0.27456769347190857,0.7254323065280914
HSD17B6,-1.0,-0.27456769347190857,0.7254323065280914
LINC01055,-1.0,-0.27456769347190857,0.7254323065280914
LOC105370203,-1.0,-0.27456769347190857,0.7254323065280914
SETDB2,-1.0,-0.27456769347190857,0.7254323065280914
SETDB2-PHF11,-1.0,-0.27456769347190857,0.7254323065280914
SNORD59A,-1.0,-0.27456769347190857,0.7254323065280914
MIR6125,-1.0,-0.27456769347190857,0.7254323065280914
ATP5B,-1.0,-0.27456769347190857,0.7254323065280914
SNORA105C,-1.0,-0.27456769347190857,0.7254323065280914
TIMELESS,-1.0,-0.27456769347190857,0.7254323065280914
GLS2,-1.0,-0.27456769347190857,0.7254323065280914
TMEM5,-1.0,-0.27456769347190857,0.7254323065280914
MIRLET7I,-1.0,-0.27456769347190857,0.7254323065280914
PHF11,-1.0,-0.27456769347190857,0.7254323065280914
LINC01465,-1.0,-0.27456769347190857,0.7254323065280914
SNORD59B,-1.0,-0.27456769347190857,0.7254323065280914
OR6C76,-1.0,-0.27456769347190857,0.7254323065280914
OR6C75,-1.0,-0.27456769347190857,0.7254323065280914
OR6C65,-1.0,-0.27456769347190857,0.7254323065280914
LINC00462,-1.0,-0.27456769347190857,0.7254323065280914
MLNR,-1.0,-0.27456769347190857,0.7254323065280914
OR6C3,-1.0,-0.27456769347190857,0.7254323065280914
OR10A7,-1.0,-0.27456769347190857,0.7254323065280914
NHLRC3,-1.0,-0.27456769347190857,0.7254323065280914
PRIM1,-1.0,-0.27456769347190857,0.7254323065280914
MIR6758,-1.0,-0.27456769347190857,0.7254323065280914
GLI1,-1.0,-0.27456769347190857,0.7254323065280914
RNASEH2B,-1.0,-0.27456769347190857,0.7254323065280914
GUCY1B2,-1.0,-0.27456769347190857,0.7254323065280914
MIR1228,-1.0,-0.27456769347190857,0.7254323065280914
NXPH4,-1.0,-0.27456769347190857,0.7254323065280914
SERPINE3,-1.0,-0.27456769347190857,0.7254323065280914
OR6C74,-1.0,-0.27456769347190857,0.7254323065280914
PMEL,-1.0,-0.27456769347190857,0.7254323065280914
GDF11,-1.0,-0.27456769347190857,0.7254323065280914
MIR4305,-1.0,-0.27456769347190857,0.7254323065280914
RDH5,-1.0,-0.27456769347190857,0.7254323065280914
DNAJC14,-1.0,-0.27456769347190857,0.7254323065280914
BLOC1S1-RDH5,-1.0,-0.27456769347190857,0.7254323065280914
TMEM198B,-1.0,-0.27456769347190857,0.7254323065280914
LINC00332,-1.0,-0.27456769347190857,0.7254323065280914
OR6C1,-1.0,-0.27456769347190857,0.7254323065280914
OR10P1,-1.0,-0.27456769347190857,0.7254323065280914
OR6C4,-1.0,-0.27456769347190857,0.7254323065280914
OR6C70,-1.0,-0.27456769347190857,0.7254323065280914
OR6C68,-1.0,-0.27456769347190857,0.7254323065280914
LINC00548,-1.0,-0.27456769347190857,0.7254323065280914
OR6C2,-1.0,-0.27456769347190857,0.7254323065280914
MIR320D1,-1.0,-0.27456769347190857,0.7254323065280914
SLC25A15,-1.0,-0.27456769347190857,0.7254323065280914
METTL7B,-1.0,-0.27456769347190857,0.7254323065280914
LINC00544,-1.0,-0.27456769347190857,0.7254323065280914
MARCH9,-1.0,-0.27456769347190857,0.7254323065280914
MIR6759,-1.0,-0.27456769347190857,0.7254323065280914
LINC00365,-1.0,-0.27456769347190857,0.7254323065280914
TSPAN31,-1.0,-0.27456769347190857,0.7254323065280914
PIP4K2C,-1.0,-0.27456769347190857,0.7254323065280914
LACC1,-1.0,-0.27456769347190857,0.7254323065280914
SLC25A30,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927583,-1.0,-0.27456769347190857,0.7254323065280914
SPERT,-1.0,-0.27456769347190857,0.7254323065280914
LRIG3,-1.0,-0.27456769347190857,0.7254323065280914
SIAH3,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369785,-1.0,-0.27456769347190857,0.7254323065280914
WFDC5,-1.0,-0.27456769347190857,0.7254323065280914
ARHGEF25,-1.0,-0.27456769347190857,0.7254323065280914
CPB2-AS1,-1.0,-0.27456769347190857,0.7254323065280914
B4GALNT1,-1.0,-0.27456769347190857,0.7254323065280914
MDM1,-1.0,-0.27456769347190857,0.7254323065280914
IL26,-1.0,-0.27456769347190857,0.7254323065280914
IL22,-1.0,-0.27456769347190857,0.7254323065280914
LOC102723345,-1.0,-0.27456769347190857,0.7254323065280914
IFNG-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LRRC10,-1.0,-0.27456769347190857,0.7254323065280914
MIR3913-2,-1.0,-0.27456769347190857,0.7254323065280914
LOC100130075,-1.0,-0.27456769347190857,0.7254323065280914
LINC01479,-1.0,-0.27456769347190857,0.7254323065280914
UBL3,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927901,-1.0,-0.27456769347190857,0.7254323065280914
LOC100507175,-1.0,-0.27456769347190857,0.7254323065280914
LOC102724421,-1.0,-0.27456769347190857,0.7254323065280914
MIR6502,-1.0,-0.27456769347190857,0.7254323065280914
LINC00572,-1.0,-0.27456769347190857,0.7254323065280914
LLPH-AS1,-1.0,-0.27456769347190857,0.7254323065280914
MIR548Z,-1.0,-0.27456769347190857,0.7254323065280914
NUDT15,-1.0,-0.27456769347190857,0.7254323065280914
HNF4A-AS1,-1.0,-0.27456769347190857,0.7254323065280914
MED4-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00441,-1.0,-0.27456769347190857,0.7254323065280914
KCNS1,-1.0,-0.27456769347190857,0.7254323065280914
STK4-AS1,-1.0,-0.27456769347190857,0.7254323065280914
RIMS4,-1.0,-0.27456769347190857,0.7254323065280914
KIF5A,-1.0,-0.27456769347190857,0.7254323065280914
KCNK15-AS1,-1.0,-0.27456769347190857,0.7254323065280914
WISP2,-1.0,-0.27456769347190857,0.7254323065280914
SPRYD4,-1.0,-0.27456769347190857,0.7254323065280914
NEMP1,-1.0,-0.27456769347190857,0.7254323065280914
MYO1A,-1.0,-0.27456769347190857,0.7254323065280914
GPR182,-1.0,-0.27456769347190857,0.7254323065280914
ZBTB39,-1.0,-0.27456769347190857,0.7254323065280914
RDH16,-1.0,-0.27456769347190857,0.7254323065280914
KCNK15,-1.0,-0.27456769347190857,0.7254323065280914
SLC26A10,-1.0,-0.27456769347190857,0.7254323065280914
INHBE,-1.0,-0.27456769347190857,0.7254323065280914
INHBC,-1.0,-0.27456769347190857,0.7254323065280914
MIR616,-1.0,-0.27456769347190857,0.7254323065280914
CPB2,-1.0,-0.27456769347190857,0.7254323065280914
CYP27B1,-1.0,-0.27456769347190857,0.7254323065280914
LINC01260,-1.0,-0.27456769347190857,0.7254323065280914
LINC00563,-1.0,-0.27456769347190857,0.7254323065280914
WFDC12,-1.0,-0.27456769347190857,0.7254323065280914
SERP2,-1.0,-0.27456769347190857,0.7254323065280914
TSC22D1-AS1,-1.0,-0.27456769347190857,0.7254323065280914
HTR2A-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00562,-1.0,-0.27456769347190857,0.7254323065280914
TP53TG5,-1.0,-0.27456769347190857,0.7254323065280914
SYS1-DBNDD2,-1.0,-0.27456769347190857,0.7254323065280914
MATN4,-1.0,-0.27456769347190857,0.7254323065280914
RBPJL,-1.0,-0.27456769347190857,0.7254323065280914
ADA,-1.0,-0.27456769347190857,0.7254323065280914
KRT81,-1.0,-0.27456769347190857,0.7254323065280914
KRT80,-1.0,-0.27456769347190857,0.7254323065280914
SNORA31,-1.0,-0.27456769347190857,0.7254323065280914
LINC00592,-1.0,-0.27456769347190857,0.7254323065280914
C12orf80,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506125,-1.0,-0.27456769347190857,0.7254323065280914
SLC25A30-AS1,-1.0,-0.27456769347190857,0.7254323065280914
NFE2,-1.0,-0.27456769347190857,0.7254323065280914
OR7E47P,-1.0,-0.27456769347190857,0.7254323065280914
ACVR1B,-1.0,-0.27456769347190857,0.7254323065280914
FIGNL2,-1.0,-0.27456769347190857,0.7254323065280914
LOC103191607,-1.0,-0.27456769347190857,0.7254323065280914
ANKRD33,-1.0,-0.27456769347190857,0.7254323065280914
LINC00434,-1.0,-0.27456769347190857,0.7254323065280914
LOC105369971,-1.0,-0.27456769347190857,0.7254323065280914
CELA1,-1.0,-0.27456769347190857,0.7254323065280914
MRPS31P5,-1.0,-0.27456769347190857,0.7254323065280914
CCDC70,-1.0,-0.27456769347190857,0.7254323065280914
SPRYD3,-1.0,-0.27456769347190857,0.7254323065280914
MUCL1,-1.0,-0.27456769347190857,0.7254323065280914
DCD,-1.0,-0.27456769347190857,0.7254323065280914
LACRT,-1.0,-0.27456769347190857,0.7254323065280914
LINC00330,-1.0,-0.27456769347190857,0.7254323065280914
GLYCAM1,-1.0,-0.27456769347190857,0.7254323065280914
KRT82,-1.0,-0.27456769347190857,0.7254323065280914
KRT76,-1.0,-0.27456769347190857,0.7254323065280914
GPALPP1,-1.0,-0.27456769347190857,0.7254323065280914
LOC101929259,-1.0,-0.27456769347190857,0.7254323065280914
KRT1,-1.0,-0.27456769347190857,0.7254323065280914
KRT74,-1.0,-0.27456769347190857,0.7254323065280914
KCTD4,-1.0,-0.27456769347190857,0.7254323065280914
KRT84,-1.0,-0.27456769347190857,0.7254323065280914
KRT85,-1.0,-0.27456769347190857,0.7254323065280914
PDE1B,-1.0,-0.27456769347190857,0.7254323065280914
RACGAP1,-1.0,-0.27456769347190857,0.7254323065280914
MIR4704,-1.0,-0.27456769347190857,0.7254323065280914
AQP5,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927318,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927292,-1.0,-0.27456769347190857,0.7254323065280914
LOC283332,-1.0,-0.27456769347190857,0.7254323065280914
PCDH9-AS4,-1.0,-0.27456769347190857,0.7254323065280914
MIR3169,-1.0,-0.27456769347190857,0.7254323065280914
PRPF40B,-1.0,-0.27456769347190857,0.7254323065280914
C1QL4,-1.0,-0.27456769347190857,0.7254323065280914
LINC00364,-1.0,-0.27456769347190857,0.7254323065280914
TROAP,-1.0,-0.27456769347190857,0.7254323065280914
LOC100335030,-1.0,-0.27456769347190857,0.7254323065280914
LINC00550,-1.0,-0.27456769347190857,0.7254323065280914
LINC00383,-1.0,-0.27456769347190857,0.7254323065280914
PLEKHA8P1,-1.0,-0.27456769347190857,0.7254323065280914
