Epoch,Train Loss,Val Loss,Val AUROC,a,b,alpha,beta
1,0.6845593393636943,0.6849328827554897,0.5763789141051422,-1.4368314743041992,0.6810029149055481,1.7014902830123901,-0.42349597811698914
2,0.6829612671737968,0.6848401873041008,0.5816037058316575,-0.9406865239143372,0.6559306383132935,1.9557949304580688,-0.4047585427761078
